,name_game_2weeks,playtime_2weeks_game_count,playtime_2weeks_game_max,playtime_2weeks_game_median,playtime_2weeks_game_mean,playtime_2weeks_game_min,appid_game_2weeks,playtime_2weeks_game,playtime_forever_game_2weeks,steam_appid_2weeks_game_,price_overview_2weeks_game_,genres_2weeks_game_,developers_2weeks_game_,publishers_2weeks_game_,categories_2weeks_game_,release_date_2weeks_game_,metacritic_2weeks_game_
843,ValiantHearts:TheGreatWar™/SoldatsInconnus:MémoiresdelaGrandeGuerre™,1,384,384.0,384.0,384,260230,384,384,260230,14,['Adventure'],['UbisoftMontpellier'],['Ubisoft'],"['Single-player', 'FamilySharing']","25Jun,2014",No score
844,Vampire:TheMasquerade-Bloodhunt,1,152,152.0,152.0,152,760160,152,591,760160,0,"['Action', 'FreetoPlay']",['SharkmobAB'],['SharkmobAB'],"['Multi-player', 'PvP', 'OnlinePvP', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'Fullcontrollersupport', 'In-AppPurchases']","Apr27,2022",No score
845,Armello,1,1218,1218.0,1218.0,1218,290340,1218,2342,290340,24,"['Adventure', 'Indie', 'RPG', 'Strategy']",['LeagueofGeeks'],['LeagueofGeeks'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'In-AppPurchases', 'SteamCloud', 'ValveAnti-Cheatenabled', 'RemotePlayonTV', 'FamilySharing']","Sep1,2015",75
846,VenturetotheVileDemo,1,8,8.0,8.0,8,2517890,8,8,2517890,0,[],['StudioCuttoBits'],['AniplexInc.'],"['Single-player', 'Gamedemo', 'Fullcontrollersupport']","2Oct,2023",No score
847,Verdun,1,188,188.0,188.0,188,242860,188,3744,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
848,VesaliiAnatomy3DStudent,1,325,325.0,325.0,325,2133080,325,325,2133080,0,['Education'],['VESALIICOMPUTERSYSTEMS&COMMUNICATIONEQUIPMENTSOFTWARETRADING'],['VESALIICOMPUTERSYSTEMS&COMMUNICATIONEQUIPMENTSOFTWARETRADING'],[],"Aug12,2023",No score
849,ArmaReforgerExperimental,1,1888,1888.0,1888.0,1888,1890860,1888,5734,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
850,Viewfinder,1,163,163.0,163.0,163,1382070,163,163,1382070,16,"['Adventure', 'Indie']",['SadOwlStudios'],['ThunderfulPublishing'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'FamilySharing']","18Jul,2023",84
851,WWE2K16,1,130,130.0,130.0,130,385730,130,12735,385730,0,"['Simulation', 'Sports']","['VisualConcepts', ""Yuke'sCo.,LTD""]",['2K'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/SplitScreen', 'Fullcontrollersupport', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","Mar10,2016",74
852,Vigor,1,131,131.0,131.0,131,2818260,131,131,2818260,19,"['Action', 'Adventure', 'EarlyAccess']",['BohemiaInteractive'],['BohemiaInteractive'],"['Multi-player', 'PvP', 'OnlinePvP', 'Fullcontrollersupport', 'FamilySharing']","May16,2024",No score
853,VoiceAttack,1,574,574.0,574.0,574,583010,574,574,583010,8,['Utilities'],['VoiceAttack.com'],['VoiceAttack.com'],['PartialControllerSupport'],"18Mar,2017",No score
854,ArdenfallDemo,1,81,81.0,81.0,81,1837770,81,130,1837770,0,[],['SpellcastStudios'],['SpellcastStudios'],"['Single-player', 'Gamedemo', 'SteamAchievements']","May28,2022",No score
855,Voidigo,1,232,232.0,232.0,232,1304680,232,330,1304680,18,"['Action', 'Adventure', 'Indie']",['semiwork'],['semiwork'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'RemotePlayTogether', 'FamilySharing']","Jun8,2023",No score
856,ArcheAge,1,121,121.0,121.0,121,304030,121,121,304030,0,"['MassivelyMultiplayer', 'RPG', 'FreetoPlay']",['XLGAMES'],['KakaoGamesEuropeB.V.'],"['Multi-player', 'MMO', 'SteamTradingCards', 'In-AppPurchases']","Mar26,2015",80
857,Voxelgram,1,3,3.0,3.0,3,1158470,3,54722,1158470,7,"['Casual', 'Indie', 'Strategy']",['ProceduralLevel'],['ProceduralLevel'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamWorkshop', 'SteamCloud', 'FamilySharing']","7Nov,2019",No score
858,ApolloJustice:AceAttorneyTrilogy,1,25,25.0,25.0,25,2187220,25,1459,2187220,49,['Adventure'],"['CAPCOMCo.,Ltd.']","['CAPCOMCo.,Ltd.']","['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'FamilySharing']","Jan24,2024",75
859,WARRIORSOROCHI4,1,479,479.0,479.0,479,831560,479,668,831560,59,['Action'],"['KOEITECMOGAMESCO.,LTD.']","['KOEITECMOGAMESCO.,LTD.']","['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'SteamLeaderboards', 'RemotePlayTogether', 'FamilySharing']","Oct15,2018",No score
860,WGTGolf,1,107,107.0,107.0,107,1182020,107,107,1182020,0,"['Simulation', 'Sports', 'FreetoPlay', 'EarlyAccess']",['TopgolfMedia'],['TopgolfMedia'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'In-AppPurchases']","Apr13,2020",No score
861,WRC10FIAWorldRallyChampionship,1,708,708.0,708.0,708,1462810,708,1954,1462810,12,"['Racing', 'Simulation', 'Sports']",['KTRacing'],['Nacon'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'FamilySharing']","Sep2,2021",No score
862,WRCGenerations-TheFIAWRCOfficialGame,1,623,623.0,623.0,623,1953520,623,10605,1953520,13,"['Racing', 'Simulation']",['KTRacing'],['Nacon'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","Nov3,2022",No score
863,Wizard101,1,2710,2710.0,2710.0,2710,799960,2710,5594,799960,0,"['Adventure', 'Casual', 'MassivelyMultiplayer', 'RPG', 'Strategy', 'FreetoPlay']",['KingsIsleEntertainment'],"['KingsIsleEntertainment', 'gamigogroup']","['Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'In-AppPurchases']","Sep6,2018",No score
864,WizardAndMinionIdle,1,2447,2447.0,2447.0,2447,1011510,2447,93691,1011510,0,"['FreetoPlay', 'RPG', 'Strategy']",['OniGaming'],['OniGaming'],"['Single-player', 'In-AppPurchases']","Feb7,2019",No score
865,WizardwithaGun,1,161,161.0,161.0,161,1150530,161,161,1150530,23,"['Action', 'Adventure', 'Indie']",['GalvanicGames'],['DevolverDigital'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'FamilySharing']","17Oct,2023",72
866,sheepChat,1,6464,6464.0,6464.0,6464,944770,6464,183622,944770,9,"['AudioProduction', 'Design&Illustration', 'Utilities', 'VideoProduction', 'WebPublishing']",['sheepChatTeam'],['sheepChatTeam'],['SteamCloud'],"Dec20,2018",No score
867,Yu-Gi-Oh!DuelLinks,1,928,928.0,928.0,928,601510,928,101671,601510,0,"['Strategy', 'FreetoPlay']",['KONAMI'],['KONAMI'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'SteamTradingCards', 'In-AppPurchases']","Nov16,2017",No score
868,Yu-Gi-Oh!LegacyoftheDuelist,1,722,722.0,722.0,722,480650,722,5281,480650,19,['Simulation'],['OtherOceanInteractive'],['KONAMI'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'SteamLeaderboards', 'RemotePlayonTV', 'FamilySharing']","Dec7,2016",No score
869,Z1BattleRoyale,1,104,104.0,104.0,104,433850,104,109322,433850,0,"['Action', 'Adventure', 'FreetoPlay', 'MassivelyMultiplayer']",['DaybreakGameCompany'],['DaybreakGameCompany'],"['Multi-player', 'PvP', 'OnlinePvP', 'In-AppPurchases']","Feb28,2018",70
870,ZeroCaliberVR,1,89,89.0,89.0,89,877200,89,349,877200,20,"['Action', 'Casual', 'Indie', 'Simulation']",['XREALGames'],['XREALGames'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'TrackedControllerSupport', 'VROnly', 'SteamCloud', 'FamilySharing']","31Jul,2023",No score
871,ZoolRedimensioned,1,1,1.0,1.0,1,1647730,1,1,1647730,7,"['Action', 'Adventure']",['SumoDigitalAcademy'],['SecretMode'],"['Single-player', 'SteamAchievements', 'PartialControllerSupport', 'FamilySharing']","18Aug,2021",No score
872,7DaystoDieDedicatedServer,1,1,1.0,1.0,1,294420,1,1,294420,0,[],['Unknown'],[''],['FamilySharing'],"8Jul,2014",No score
873,eFootball™2024,1,120,120.0,120.0,120,1665460,120,2974,1665460,0,"['Simulation', 'Sports', 'FreetoPlay']",['KONAMI'],['KONAMI'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'In-AppPurchases', 'PartialControllerSupport']","Sep29,2021",No score
874,fpsVR,1,1288,1288.0,1288.0,1288,908520,1288,16175,908520,3,"['Indie', 'Utilities']",['SBSoftLab'],['SBSoftLab'],"['TrackedControllerSupport', 'VROnly', 'VRSupport', 'FamilySharing']","Sep11,2018",No score
875,hackmud,1,157,157.0,157.0,157,469920,157,269,469920,14,"['Indie', 'MassivelyMultiplayer', 'RPG', 'Simulation']",['ComCODE'],['ComCODE'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Co-op', 'Cross-PlatformMultiplayer', 'In-AppPurchases']","22Sep,2016",No score
876,60Seconds!,1,29,29.0,29.0,29,368360,29,86,368360,6,"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",['RobotGentleman'],['RobotGentleman'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","25May,2015",No score
877,pemsa,1,2,2.0,2.0,2,1494910,2,2,1494910,0,"['Action', 'Adventure', 'Casual', 'FreetoPlay', 'Indie', 'Racing', 'RPG', 'Strategy']",['RexcellentGames'],['RexcellentGames'],"['Single-player', 'Fullcontrollersupport']","13Apr,2022",No score
878,5DChessWithMultiverseTimeTravel,1,1,1.0,1.0,1,1349230,1,1129,1349230,11,['Indie'],"['ConorPetersen', 'Thunkspace,LLC']","['ConorPetersen', 'Thunkspace,LLC']","['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Shared/SplitScreen', 'RemotePlayTogether', 'FamilySharing']","Jul22,2020",No score
879,WoLong:FallenDynastyCompleteEditionDemo,1,201,201.0,201.0,201,2285240,201,201,2285240,0,[],"['KOEITECMOGAMESCO.,LTD.']","['KOEITECMOGAMESCO.,LTD.', 'CE-Asia(Asia)']","['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'Gamedemo', 'Fullcontrollersupport', 'SteamCloud', 'SteamLeaderboards']","Feb24,2023",79
880,30XX,1,91,91.0,91.0,91,1029210,91,471,1029210,18,"['Action', 'Indie']",['BatterystapleGames'],['BatterystapleGames'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'SteamLeaderboards', 'Includesleveleditor', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","9Aug,2023",82
881,theHunterClassic,1,4097,4097.0,4097.0,4097,253710,4097,92623,253710,0,"['Action', 'Adventure', 'FreetoPlay', 'Simulation', 'Sports']","['ExpansiveWorlds', 'AvalancheStudios']","['ExpansiveWorlds', 'AvalancheStudios']","['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'In-AppPurchases']","Jun3,2014",No score
882,vivid/stasis,1,17,17.0,17.0,17,2093940,17,631,2093940,0,"['Indie', 'EarlyAccess']",['TeamVividstasis'],"['Hajimeli', 'SKYHOURWORKS']","['Single-player', 'SteamAchievements', 'SteamCloud', 'SteamLeaderboards']","Mar7,2023",No score
883,ΔV:RingsofSaturn,1,1469,1469.0,1469.0,1469,846030,1469,1981,846030,9,"['Action', 'Indie', 'Simulation']",['KoderaSoftware'],"['KoderaSoftware', 'Kurki.games']","['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'SteamLeaderboards', 'FamilySharing']","Jul21,2023",No score
884,山门与幻境（TheLostVillage）,1,1575,1575.0,1575.0,1575,1963040,1575,6262,1963040,11,"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",['FunYooGames'],['FunYooGames'],"['Single-player', 'SteamAchievements', 'SteamCloud', 'FamilySharing']","Apr7,2024",No score
885,战姬军团,1,4,4.0,4.0,4,2389120,4,4,2389120,0,"['Action', 'Adventure', 'Casual', 'MassivelyMultiplayer', 'RPG', 'Simulation', 'Strategy', 'FreetoPlay']",['Fcgame'],['Fcgame'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'In-AppPurchases']","Dec18,2023",No score
886,星之翼（Starward）,1,16,16.0,16.0,16,2764370,16,16,2764370,0,"['Action', 'Adventure', 'MassivelyMultiplayer', 'RPG', 'FreetoPlay']",['GameBlender'],['盛天游戏'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Cross-PlatformMultiplayer', 'Fullcontrollersupport', 'In-AppPurchases']","24Apr,2024",No score
887,暖雪WarmSnow,1,200,200.0,200.0,200,1296830,200,1486,1296830,17,"['Action', 'Adventure', 'Indie', 'RPG']",['BadMudStudio'],['bilibili'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'FamilySharing']","Jan18,2022",No score
888,电竞教父：传奇将至,1,1899,1899.0,1899.0,1899,2960430,1899,1899,2960430,0,"['Casual', 'Indie', 'RPG', 'Simulation', 'Sports', 'Strategy', 'FreetoPlay']",['AsteroidGameStudio'],['AsteroidGameStudio'],"['Single-player', 'SteamCloud']","15May,2024",No score
889,道衍诀,1,53,53.0,53.0,53,1951220,53,53,1951220,11,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'EarlyAccess']",['宁德动游网络科技有限公司'],['宁德动游网络科技有限公司'],"['Single-player', 'FamilySharing']","May8,2024",No score
890,雀魂麻将(MahjongSoul),1,50,50.0,50.0,50,1329410,50,50,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
891,YourTurnToDie-DeathGameByMajority-,1,342,342.0,342.0,342,2067780,342,579,2067780,11,"['Adventure', 'Indie', 'EarlyAccess']",['Nankidai'],['0UPGAMES'],"['Single-player', 'SteamAchievements', 'SteamCloud', 'FamilySharing']","20Feb,2023",No score
892,AColony,1,304,304.0,304.0,304,1200570,304,152987,1200570,19,"['Indie', 'Simulation', 'Strategy', 'EarlyAccess']",['ZeroTris'],['ZeroTris'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamCloud', 'FamilySharing']","Jan19,2023",No score
893,YouarePeterShorts,1,73,73.0,73.0,73,2352640,73,73,2352640,10,"['Action', 'Adventure', 'Indie']",['ondydev'],['ondydev'],"['Single-player', 'Multi-player', 'PvP', 'Shared/SplitScreenPvP', 'Co-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'RemotePlayTogether', 'FamilySharing']","10May,2024",No score
894,YouWillDieHereTonight,1,560,560.0,560.0,560,1446350,560,560,1446350,13,"['Action', 'Adventure', 'Indie', 'RPG']",['SpiralBoundInteractiveLLC'],['SpiralBoundInteractiveLLC'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'Captionsavailable', 'SteamCloud', 'RemotePlayonTV', 'FamilySharing']","31Oct,2023",No score
895,Wolcen:LordsofMayhem,1,1,1.0,1.0,1,424370,1,125,424370,39,"['Action', 'Adventure', 'Indie', 'RPG']",['WOLCENStudio'],['WOLCENStudio'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'PartialControllerSupport', 'FamilySharing']","Feb13,2020",60
896,AgeofMythology:ExtendedEdition,1,411,411.0,411.0,411,266840,411,11216,266840,29,"['Simulation', 'Strategy']","['SkyBoxLabs', 'EnsembleStudios']",['XboxGameStudios'],"['Single-player', 'Multi-player', 'Co-op', 'SteamAchievements', 'SteamTradingCards', 'SteamWorkshop', 'SteamCloud', 'Stats', 'SteamLeaderboards', 'Includesleveleditor', 'FamilySharing']","May8,2014",66
897,Wolfenstein:TheOldBlood,1,280,280.0,280.0,280,350080,280,280,350080,19,['Action'],['MachineGames'],['BethesdaSoftworks'],"['Single-player', 'SteamAchievements', 'PartialControllerSupport', 'SteamCloud', 'SteamLeaderboards', 'FamilySharing']","4May,2015",76
898,AgeofEmpires®III(2007),1,226,226.0,226.0,226,105450,226,94406,105450,39,"['Simulation', 'Strategy']",['EnsembleStudios'],['XboxGameStudios'],"['Single-player', 'Multi-player', 'SteamTradingCards', 'FamilySharing']","Jan5,2012",81
899,Workers&Resources:SovietRepublic,1,2810,2810.0,2810.0,2810,784150,2810,53548,784150,36,"['Simulation', 'Strategy', 'EarlyAccess']",['3Division'],['HoodedHorse'],"['Single-player', 'SteamWorkshop', 'SteamCloud', 'Includesleveleditor', 'FamilySharing']","15Mar,2019",No score
900,AgeofEmpiresII(2013),1,775,775.0,775.0,775,221380,775,33642,221380,19,['Strategy'],"['SkyboxLabs', 'HiddenPathEntertainment', 'EnsembleStudios', 'ForgottenEmpires']",['XboxGameStudios'],"['Single-player', 'Multi-player', 'SteamAchievements', 'SteamTradingCards', 'Captionsavailable', 'SteamWorkshop', 'SteamCloud', 'Stats', 'SteamLeaderboards', 'Includesleveleditor', 'FamilySharing']","Apr9,2013",68
901,WorldWar3,1,1,1.0,1.0,1,674020,1,1237,674020,0,"['Action', 'FreetoPlay']",['TheFarm51'],"['WishlistGames', 'The4WindsEntertainment']","['Multi-player', 'PvP', 'OnlinePvP', 'PartialControllerSupport']","Dec10,2022",No score
902,WorldWarZ,1,12,12.0,12.0,12,699130,12,2245,699130,29,['Action'],['SaberInteractiveInc'],['SaberInteractiveInc'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'FamilySharing']","Sep21,2021",No score
903,WorldofShooting,1,1412,1412.0,1412.0,1412,1678150,1412,10009,1678150,0,"['Action', 'Simulation', 'Sports', 'FreetoPlay', 'EarlyAccess']",['NobleEmpireCorp.'],['NobleEmpireCorp.'],"['Single-player', 'SteamAchievements', 'SteamWorkshop', 'In-AppPurchases', 'SteamCloud', 'Includesleveleditor']","Feb19,2024",No score
904,AgeofEmpires:DefinitiveEdition,1,38,38.0,38.0,38,1017900,38,3959,1017900,19,['Strategy'],"['ForgottenEmpires', 'Tantalus']",['XboxGameStudios'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'LANPvP', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'SteamTradingCards', 'SteamCloud', 'Includesleveleditor', 'FamilySharing']","Aug19,2019",69
905,WorldofWarships,1,41,41.0,41.0,41,552990,41,41,552990,0,"['Action', 'MassivelyMultiplayer', 'Simulation', 'FreetoPlay']",['WargamingGroupLimited'],['WargamingGroupLimited'],"['Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'SteamTradingCards', 'In-AppPurchases', 'SteamCloud']","Nov15,2017",81
906,WormsArmageddon,1,1,1.0,1.0,1,217200,1,3874,217200,14,['Strategy'],['Team17DigitalLtd'],['Team17DigitalLtd'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Shared/SplitScreen', 'FamilySharing']","Mar19,2013",No score
907,WormsRevolution,1,56,56.0,56.0,56,200170,56,150,200170,11,['Strategy'],['Team17DigitalLtd'],['Team17DigitalLtd'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/SplitScreen', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'SteamLeaderboards', 'RemotePlayTogether', 'FamilySharing']","10Oct,2012",73
908,AgainstGreatDarkness,1,188,188.0,188.0,188,2302150,188,188,2302150,4,"['Action', 'Adventure', 'Indie', 'EarlyAccess']",['HitregStudios'],['HitregStudios'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'FamilySharing']","10Apr,2024",No score
909,AStoryAboutMyUncle,1,13,13.0,13.0,13,278360,13,279,278360,2,"['Adventure', 'Casual', 'Indie']",['GoneNorthGames'],['CoffeeStainPublishing'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","May28,2014",73
910,ASTRA:KnightsofVeda,1,58,58.0,58.0,58,2484250,58,58,2484250,0,"['Action', 'RPG', 'FreetoPlay']",['FLINT'],['HYBEIM'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'In-AppPurchases']","1Apr,2024",No score
911,ARMOREDCORE™VIFIRESOFRUBICON™,1,44,44.0,44.0,44,1888160,44,3275,1888160,59,['Action'],['FromSoftwareInc.'],"['FromSoftwareInc.', 'BandaiNamcoEntertainmentInc.']","['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","Aug24,2023",86
912,Yakuza4Remastered,1,1128,1128.0,1128.0,1128,1105500,1128,1379,1105500,17,"['Action', 'Adventure']",['RyuGaGotokuStudio'],['SEGA'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'FamilySharing']","28Jan,2021",No score
913,APBReloaded,1,5,5.0,5.0,5,113400,5,552669,113400,0,"['Action', 'MassivelyMultiplayer', 'FreetoPlay']",['ReloadedProductions'],['LittleOrbit'],"['Multi-player', 'MMO', 'SteamAchievements']","Dec6,2011",No score
914,YakuzaKiwami,1,675,675.0,675.0,675,834530,675,1702,834530,21,"['Action', 'Adventure', 'RPG']",['RyuGaGotokuStudio'],['SEGA'],"['Single-player', 'Multi-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonTablet', 'RemotePlayonTV', 'FamilySharing']","19Feb,2019",80
915,AI:TheSomniumFiles,1,170,170.0,170.0,170,948740,170,481,948740,31,['Adventure'],"['SpikeChunsoftCo.,Ltd.']","['SpikeChunsoftCo.,Ltd.']","['Single-player', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'FamilySharing']","17Sep,2019",No score
916,YiXian:TheCultivationCardGame,1,462,462.0,462.0,462,1948800,462,462,1948800,0,"['Casual', 'Indie', 'Strategy', 'FreetoPlay']",['DarksunStudio'],['GameraGames'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'In-AppPurchases']","Jan21,2024",No score
917,YoloMouse,1,4926,4926.0,4926.0,4926,1283970,4926,170556,1283970,3,"['Animation&Modeling', 'Design&Illustration', 'Education', 'SoftwareTraining', 'Utilities']",['DragonriseGames'],['DragonriseGames'],"['SteamWorkshop', 'Includesleveleditor']","May1,2020",No score
918,Asterix&ObelixXXL,1,606,606.0,606.0,606,1261520,606,606,1261520,19,"['Action', 'Adventure']",['OSomeStudio'],['Microids'],"['Single-player', 'SteamAchievements', 'FamilySharing']","Oct22,2020",No score
