,name,playtime_forever_count,playtime_forever_mean,playtime_forever_median,playtime_forever_max,playtime_forever_min,playtime_forever_std,playtime_forever_cv,playtime_forever,price,genres,developers,publishers,categories,release_date
10529,F12014,1,6823.0,6823.0,6823,6823,,,6823,0,"['Racing', 'Sports']",['Codemasters'],"['Codemasters', 'ElectronicArts']","['Single-player', 'Multi-player', 'Co-op', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'SteamLeaderboards', 'RemotePlayonTV', 'FamilySharing']","Oct16,2014"
10530,F12015,1,9762.0,9762.0,9762,9762,,,9762,0,"['Racing', 'Sports']","['Codemasters', 'FeralInteractive(Linux)']","['Codemasters', 'FeralInteractive(Linux)']","['Single-player', 'Multi-player', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'SteamLeaderboards', 'RemotePlayonTV', 'FamilySharing']","9Jul,2015"
10531,F12016,1,4278.0,4278.0,4278,4278,,,4278,0,"['Racing', 'Simulation', 'Sports']","['Codemasters', 'FeralInteractive(Mac)']","['Codemasters', 'FeralInteractive(Mac)', 'ElectronicArts']","['Single-player', 'Multi-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamWorkshop', 'SteamCloud', 'SteamLeaderboards', 'RemotePlayonTV', 'FamilySharing']","Sep7,2016"
10532,F12017,3,9894.666666666666,10827.0,14946,3911,5576.265805477115,0.563562775112227,14946,0,"['Racing', 'Simulation', 'Sports']","['Codemasters', 'FeralInteractive(Mac)', 'FeralInteractive(Linux)']","['Codemasters', 'FeralInteractive(Mac)', 'FeralInteractive(Linux)', 'ElectronicArts']","['Single-player', 'Multi-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamWorkshop', 'SteamCloud', 'SteamLeaderboards', 'RemotePlayonTV', 'FamilySharing']","Aug24,2017"
10535,F12018,4,6882.25,3436.0,20657,0,9737.805583566214,1.4149159916547953,0,0,"['Racing', 'Simulation', 'Sports']",['Codemasters'],"['Codemasters', 'ElectronicArts']","['Single-player', 'Multi-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamWorkshop', 'SteamCloud', 'SteamLeaderboards', 'RemotePlayonTV', 'FamilySharing']","Aug23,2018"
10539,F12019,10,9126.0,5442.5,31081,0,10114.093093852316,1.1082723092102034,13183,0,Unknown,Unknown,Unknown,Unknown,Unknown
10549,F12020,17,10861.411764705883,6339.0,42583,0,11508.197285298551,1.0595489366027349,0,0,"['Racing', 'Simulation', 'Sports']",['Codemasters'],"['Codemasters', 'ElectronicArts']","['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'SteamAchievements', 'Fullcontrollersupport', 'SteamWorkshop', 'In-AppPurchases', 'SteamCloud', 'SteamLeaderboards', 'RemotePlayonTablet', 'RemotePlayonTV', 'FamilySharing']","Jul9,2020"
10566,F12021,22,12197.863636363636,10293.5,43442,77,10494.03677966208,0.8603176008934715,43442,0,"['Racing', 'Simulation', 'Sports']",['Codemasters'],['ElectronicArts'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'SteamAchievements', 'Fullcontrollersupport', 'SteamWorkshop', 'In-AppPurchases', 'SteamCloud', 'FamilySharing']","Jul15,2021"
10588,F1®22,7,22751.85714285714,19488.0,49258,6329,13689.827834668233,0.6017015555570198,19072,0,"['Racing', 'Sports']",['Codemasters'],['ElectronicArts'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'LANPvP', 'Shared/SplitScreenPvP', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'VRSupported', 'SteamWorkshop', 'In-AppPurchases', 'SteamCloud', 'RemotePlayTogether', 'HDRavailable', 'FamilySharing']","Jul1,2022"
10595,F1®23,5,13088.8,11270.0,25258,0,11159.985179201629,0.852636237027201,23724,69,"['Racing', 'Sports']",['Codemasters'],['ElectronicArts'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'VRSupported', 'SteamWorkshop', 'SteamCloud', 'RemotePlayTogether', 'HDRavailable', 'FamilySharing']","Jun15,2023"
10600,FEZ,1,0.0,0.0,0,0,,,0,4,['Indie'],['PolytronCorporation'],['Trapdoor'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'SteamLeaderboards', 'FamilySharing']","May1,2013"
10601,FIFA22,36,22900.444444444445,16015.0,125718,0,23981.383270534123,1.0472016527326355,125718,0,"['Simulation', 'Sports']",['EACanada&EARomania'],['ElectronicArts'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'In-AppPurchases', 'PartialControllerSupport']","Oct1,2021"
10637,FIMSpeedwayGrandPrix15,1,2930.0,2930.0,2930,2930,,,2930,0,"['Racing', 'Simulation', 'Sports']",['SoftPlanet'],['SoftPlanet'],"['Single-player', 'Multi-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","Nov30,2015"
10638,FINALFANTASYIX,1,11860.0,11860.0,11860,11860,,,11860,16,['RPG'],['SquareEnix'],['SquareEnix'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'FamilySharing']","14Apr,2016"
10639,FINALFANTASYV,1,4595.0,4595.0,4595,4595,,,4595,0,['RPG'],['SquareEnix'],['SquareEnix'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","Sep24,2015"
10640,FINALFANTASYVII,4,6599.75,5095.5,13201,3007,4517.779792110279,0.6845380191841023,4763,11,['RPG'],['SquareEnix'],['SquareEnix'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'RemotePlayonPhone', 'RemotePlayonTablet', 'FamilySharing']","Jul4,2013"
10644,FINALFANTASYVIIEVERCRISIS,2,10923.5,10923.5,14555,7292,5135.716551757895,0.4701530234593212,7292,0,"['Adventure', 'RPG']","['SquareEnix', 'Applibot,Inc.']",['SquareEnix'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'SteamTradingCards', 'In-AppPurchases']","Dec6,2023"
10646,FINALFANTASYVIII,2,21366.5,21366.5,26356,16377,7056.218569460558,0.3302468148485039,16377,11,['RPG'],['SquareEnix'],['SquareEnix'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'FamilySharing']","Dec5,2013"
10648,FINALFANTASYVIII-REMASTERED,1,5528.0,5528.0,5528,5528,,,5528,20,"['Adventure', 'RPG']",['SquareEnix'],['SquareEnix'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'FamilySharing']","3Sep,2019"
10649,FINALFANTASYVIIREMAKEINTERGRADE,1,2890.0,2890.0,2890,2890,,,2890,67,"['Action', 'Adventure', 'RPG']",['SquareEnix'],['SquareEnix'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","17Jun,2022"
10650,FINALFANTASYX/X-2HDRemaster,1,872.0,872.0,872,872,,,872,23,['RPG'],['SquareEnix'],['SquareEnix'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'FamilySharing']","12May,2016"
10651,FINALFANTASYXIII,1,816.0,816.0,816,816,,,816,15,['RPG'],['SquareEnix'],['SquareEnix'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'FamilySharing']","Oct9,2014"
10652,FINALFANTASYXIITHEZODIACAGE,1,14395.0,14395.0,14395,14395,,,14395,48,['RPG'],['SquareEnix'],['SquareEnix'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","1Feb,2018"
10653,FINALFANTASYXIVOnline,80,126869.8625,53077.0,882579,1097,168027.30375841493,1.324406761758845,276970,19,"['MassivelyMultiplayer', 'RPG']",['SquareEnix'],['SquareEnix'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'PartialControllerSupport', 'RemotePlayonTablet', 'FamilySharing']","Feb18,2014"
10733,FINALFANTASYXVWINDOWSEDITION,3,3156.0,4394.0,5074,0,2754.24254560124,0.8727004263628771,4394,32,['RPG'],['SquareEnix'],['SquareEnix'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonTablet', 'FamilySharing']","6Mar,2018"
10736,FOOTSIES,1,0.0,0.0,0,0,,,0,3,['Action'],['HiFight'],['HiFight'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Shared/SplitScreen', 'PartialControllerSupport', 'RemotePlayTogether', 'FamilySharing']","Sep30,2020"
10737,FORCED,1,442.0,442.0,442,442,,,442,14,"['Action', 'Adventure', 'Indie', 'RPG']",['BetaDwarf'],['BetaDwarf'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'SteamLeaderboards', 'RemotePlayTogether', 'FamilySharing']","Oct24,2013"
10738,FORTIFY,2,22136.0,22136.0,37485,6787,21706.763968864638,0.9806091420701408,6787,2,['Indie'],['RTKEntertainment'],['RTKEntertainment'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamWorkshop', 'SteamCloud', 'FamilySharing']","Aug10,2016"
10740,FPSMonitor,1,12237.0,12237.0,12237,12237,,,12237,11,"['Utilities', 'VideoProduction', 'WebPublishing', 'GameDevelopment']",['EduardKozadaev'],['EduardKozadaev'],[],"Nov9,2018"
10741,FTL:FasterThanLight,6,14942.0,13059.5,42040,1994,14684.40305902831,0.9827602100808667,42040,9,"['Indie', 'Simulation', 'Strategy']",['SubsetGames'],['SubsetGames'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'RemotePlayonPhone', 'RemotePlayonTablet', 'FamilySharing']","Sep14,2012"
10747,FURIDASHI:DriftCyberSport,1,269.0,269.0,269,269,,,269,11,"['Racing', 'Simulation', 'Sports']",['DriftPhysicsCrew'],['DriftPhysicsCrew'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'SteamAchievements', 'VRSupported', 'PartialControllerSupport', 'SteamCloud', 'RemotePlayTogether', 'FamilySharing']","Nov2,2017"
10748,FaceofMankind,1,29100.0,29100.0,29100,29100,,,29100,0,Unknown,Unknown,Unknown,Unknown,Unknown
10749,Factorio,63,56585.22222222222,36429.0,538521,0,78646.84704494588,1.389883152461308,21207,35,"['Casual', 'Indie', 'Simulation', 'Strategy']",['WubeSoftwareLTD.'],['WubeSoftwareLTD.'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'PartialControllerSupport', 'SteamCloud', 'Includesleveleditor', 'RemotePlayonTablet', 'FamilySharing']","Aug14,2020"
10812,Faeria,2,29772.0,29772.0,43744,15800,19759.391893476884,0.6636904438222788,43744,4,"['Adventure', 'Indie', 'MassivelyMultiplayer', 'RPG', 'Strategy']",['AbrakamEntertainmentSA'],['VersusEvil'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'SteamTradingCards', 'In-AppPurchases', 'FamilySharing']","Mar8,2017"
10814,FaerieSolitaire,1,3274.0,3274.0,3274,3274,,,3274,14,"['Casual', 'Indie', 'RPG']",['Subsoap'],['Subsoap'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'FamilySharing']","Sep17,2010"
10815,FallGuys,50,10655.12,1976.0,143557,0,24290.146209590122,2.279668948786135,82169,0,"['Action', 'Casual', 'Indie', 'MassivelyMultiplayer', 'Sports']",['Mediatonic'],[''],"['Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'In-AppPurchases', 'PartialControllerSupport', 'RemotePlayonPhone', 'RemotePlayonTablet']","Aug3,2020"
10865,FallenEarthClassic,1,1730.0,1730.0,1730,1730,,,1730,0,"['FreetoPlay', 'MassivelyMultiplayer', 'RPG']",['LittleOrbit'],['LittleOrbit'],"['Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamAchievements']","Feb22,2012"
10866,Fallout,1,0.0,0.0,0,0,,,0,9,['RPG'],['InterplayInc.'],['BethesdaSoftworks'],"['Single-player', 'SteamCloud', 'FamilySharing']","Nov1,2015"
10867,Fallout3,1,11713.0,11713.0,11713,11713,,,11713,9,['RPG'],['BethesdaGameStudios'],['BethesdaSoftworks'],"['Single-player', 'PartialControllerSupport']","Oct28,2008"
10868,Fallout3-GameoftheYearEdition,1,27467.0,27467.0,27467,27467,,,27467,19,['RPG'],['BethesdaGameStudios'],['BethesdaSoftworks'],"['Single-player', 'FamilySharing']","Dec17,2009"
10869,Fallout4,104,22980.490384615383,18081.0,117656,0,21991.004711324556,0.9569423603791652,23407,19,['RPG'],['BethesdaGameStudios'],['BethesdaSoftworks'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'FamilySharing']","Nov9,2015"
10973,Fallout76,13,26677.46153846154,20439.0,72112,0,20540.43020328195,0.769954449139335,51726,39,['RPG'],['BethesdaGameStudios'],['BethesdaSoftworks'],"['Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'In-AppPurchases', 'PartialControllerSupport', 'RemotePlayonTablet', 'FamilySharing']","Apr14,2020"
10986,Fallout:NewVegas,35,18875.714285714286,13706.0,65776,3774,14619.268983839405,0.7745014976680227,4648,9,"['Action', 'RPG']",['ObsidianEntertainment'],['BethesdaSoftworks'],"['Single-player', 'SteamAchievements', 'PartialControllerSupport', 'SteamLeaderboards', 'RemotePlayonPhone', 'RemotePlayonTablet', 'FamilySharing']","Oct19,2010"
11021,Fallout:NewVegasPCR,1,5129.0,5129.0,5129,5129,,,5129,0,Unknown,Unknown,Unknown,Unknown,Unknown
11022,FalloutShelter,4,3285.75,2958.5,7226,0,3104.060391916798,0.944703763803332,1870,0,Unknown,Unknown,Unknown,Unknown,Unknown
11026,FalseFront,1,0.0,0.0,0,0,,,0,8,"['Action', 'Casual', 'Indie', 'Sports']",['SvantechStudios'],['SvantechStudios'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Shared/SplitScreen', 'SteamAchievements', 'PartialControllerSupport', 'SteamCloud', 'RemotePlayTogether', 'FamilySharing']","Jul14,2023"
11027,FarCry,2,0.0,0.0,0,0,0.0,,0,9,['Action'],['CrytekStudios'],['Ubisoft'],"['Single-player', 'FamilySharing']","Apr1,2008"
11029,FarCry2,1,0.0,0.0,0,0,,,0,9,['Action'],['UbisoftMontreal'],['Ubisoft'],"['Single-player', 'Multi-player', 'FamilySharing']","Oct22,2008"
11030,FarCry4,9,6163.444444444444,3490.0,30325,0,9686.802479548025,1.571654059164829,30325,29,"['Action', 'Adventure']","['UbisoftMontreal,RedStorm,Shanghai,Toronto,Kiev']",['Ubisoft'],"['Single-player', 'Multi-player', 'Co-op', 'PartialControllerSupport']",Nov2014
11039,FarCry5,21,8329.857142857143,2846.0,100412,0,21360.900410061637,2.564377761073444,3195,59,"['Action', 'Adventure']","['UbisoftMontreal', 'RedStorm', 'UbisoftShanghai', 'UbisoftToronto', 'UbisoftKiev']",['Ubisoft'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamTradingCards', 'Captionsavailable', 'In-AppPurchases', 'PartialControllerSupport', 'Includesleveleditor']","Mar26,2018"
11060,FarCry6,2,5471.5,5471.5,6692,4251,1726.0476528763625,0.3154615101665654,4251,57,"['Action', 'Adventure']","['UbisoftToronto', 'UbisoftMontreal', 'UbisoftKyiv', 'UbisoftShanghai', 'UbisoftBerlin']",['Ubisoft'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'In-AppPurchases', 'PartialControllerSupport']","11May,2023"
11062,FarCryNewDawn,2,3738.5,3738.5,6174,1303,3444.317131159673,0.9213099187266746,6174,14,"['Action', 'Adventure']","['UbisoftMontreal', 'UbisoftKiev', 'UbisoftShanghai']",['Ubisoft'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'In-AppPurchases', 'PartialControllerSupport']","Feb15,2019"
11064,FarCryPrimal,3,1474.0,1374.0,3048,0,1526.4586466720937,1.0355893125319495,3048,29,"['Action', 'Adventure']",['Ubisoft'],['Ubisoft'],"['Single-player', 'SteamTradingCards', 'PartialControllerSupport']","Feb29,2016"
11067,FarCry®3,12,7859.916666666667,8093.5,18848,0,6122.664593107887,0.7789732197891691,9900,19,"['Action', 'Adventure']","['UbisoftMontreal,MassiveEntertainment,andUbisoftShanghai']",['Ubisoft'],"['Single-player', 'Multi-player', 'Co-op', 'PartialControllerSupport']","Dec4,2012"
11079,Farlight84,4,2960.75,2749.0,5567,778,1996.8166958102756,0.6744293492561938,778,0,"['Action', 'Adventure', 'MassivelyMultiplayer', 'FreetoPlay']",['FarlightGames'],['FarlightGames'],"['Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'Fullcontrollersupport', 'In-AppPurchases']","21Sep,2023"
11083,FarmTogether,10,15309.2,7972.5,84088,0,24560.11304172321,1.6042714865390229,84088,19,"['Casual', 'Indie', 'Simulation']",['MilkstoneStudios'],['MilkstoneStudios'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","Oct11,2018"
11093,FarmerAgainstPotatoesIdle,5,31376.4,19651.0,89832,6997,33193.14292591167,1.0579015733453063,22258,0,"['Casual', 'FreetoPlay', 'Indie', 'RPG', 'Simulation', 'EarlyAccess']",['OniGaming'],['OniGaming'],"['Single-player', 'SteamAchievements', 'In-AppPurchases']","Aug25,2022"
11098,FarmingSimulator15,6,38448.166666666664,28878.0,103651,3827,37276.817521975594,0.9695343303402137,39560,12,['Simulation'],['GiantsSoftware'],['GiantsSoftware'],"['Single-player', 'Multi-player', 'Co-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","Oct30,2014"
11104,FarmingSimulator17,9,19326.444444444445,6270.0,67274,2357,26001.4379559627,1.345381351997058,62063,14,['Simulation'],['GIANTSSoftware'],['GIANTSSoftware'],"['Single-player', 'Multi-player', 'Co-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonTV', 'FamilySharing']","Oct24,2016"
11113,FarmingSimulator19,29,13346.137931034482,11307.0,55523,0,12641.74238873553,0.9472210203476931,11307,17,['Simulation'],['GiantsSoftware'],['GiantsSoftware'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonTablet', 'RemotePlayonTV', 'FamilySharing']","Nov19,2018"
11142,FarmingSimulator2013,3,20050.666666666668,21865.0,27132,11155,8141.55920775212,0.40604930215547874,11155,14,"['Casual', 'Simulation']",['GiantsSoftware'],['GiantsSoftware'],"['Single-player', 'Multi-player', 'Co-op', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","Oct9,2013"
11145,FarmingSimulator22,26,17040.30769230769,12493.0,56033,276,14009.838705050763,0.8221587871547098,48515,29,['Simulation'],['GiantsSoftware'],['GiantsSoftware'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonTV', 'FamilySharing']","Nov21,2021"
11171,FarthestFrontier,2,22395.0,22395.0,44790,0,31671.312729345464,1.4142135623730951,44790,29,"['Indie', 'Simulation', 'Strategy', 'EarlyAccess']",['CrateEntertainment'],['CrateEntertainment'],"['Single-player', 'SteamWorkshop', 'FamilySharing']","Aug9,2022"
11173,Fate/EXTELLA,1,5085.0,5085.0,5085,5085,,,5085,39,['Action'],['MarvelousInc.'],"['XSEEDGames', 'MarvelousUSA,Inc.', 'Marvelous']","['Single-player', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","Jul25,2017"
11174,Father'sDay,1,0.0,0.0,0,0,,,0,6,"['Indie', 'Simulation']",['EMIKA_GAMES'],['EMIKA_GAMES'],"['Single-player', 'SteamAchievements', 'PartialControllerSupport', 'FamilySharing']","Oct22,2022"
11175,Fear&Hunger,1,0.0,0.0,0,0,,,0,7,"['Adventure', 'Indie', 'RPG']",['MiroHaverinen'],['HappyPaintings'],"['Single-player', 'PartialControllerSupport', 'FamilySharing']","Jan21,2019"
11176,FearSurrounds,1,1357.0,1357.0,1357,1357,,,1357,0,"['Casual', 'Indie', 'RPG', 'FreetoPlay']",['SaltyEggStudio'],['YoorekaStudio'],"['Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'In-AppPurchases']","Oct19,2021"
11177,FearTherapy,1,0.0,0.0,0,0,,,0,2,"['Indie', 'EarlyAccess']",['BlackFlagStudios'],['BlackFlagStudios'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'PartialControllerSupport', 'FamilySharing']","Dec24,2021"
11178,FearlessFantasy,1,0.0,0.0,0,0,,,0,1,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",['EnterSkies'],['tinyBuild'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","May15,2014"
11179,FeedandGrow:Fish,1,0.0,0.0,0,0,,,0,14,"['Action', 'Indie', 'Simulation', 'EarlyAccess']",['OldB1ood'],['Greenss.r.o.'],"['Single-player', 'Multi-player', 'SteamAchievements', 'PartialControllerSupport', 'FamilySharing']","Jan8,2016"
11180,Fences3,1,0.0,0.0,0,0,,,0,0,['Utilities'],['Stardock'],['Stardock'],[],"Mar29,2017"
11181,FernbusSimulator,1,120775.0,120775.0,120775,120775,,,120775,29,"['Casual', 'Simulation']",['TML-Studios'],['AerosoftGmbH'],"['Single-player', 'SteamAchievements', 'SteamWorkshop', 'PartialControllerSupport', 'SteamLeaderboards', 'FamilySharing']","Aug25,2016"
11182,FightsinTightSpaces,1,6895.0,6895.0,6895,6895,,,6895,20,"['Action', 'Strategy']",['GroundShatter'],['Mode7'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'FamilySharing']","2Dec,2021"
11183,Figment,1,0.0,0.0,0,0,,,0,3,"['Action', 'Adventure', 'Casual', 'Indie']",['BedtimeDigitalGames'],['BedtimeDigitalGames'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonTV', 'FamilySharing']","Sep22,2017"
11184,FinalFantasyIII(3DRemake),1,1596.0,1596.0,1596,1596,,,1596,15,['RPG'],['SquareEnix'],['SquareEnix'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","May27,2014"
11185,FinalHoursofTombRaider,1,0.0,0.0,0,0,,,0,1,['Action'],['GeoffKeighley'],['GeoffKeighley'],"['Single-player', 'FamilySharing']","Mar7,2013"
11186,FindLoveorDieTrying,1,0.0,0.0,0,0,,,0,4,"['Casual', 'Indie']",['AudenCho-Wong'],['AudenCho-Wong'],"['Single-player', 'FamilySharing']","Sep16,2021"
11187,FireProWrestlingWorld,2,5991.0,5991.0,9906,2076,5536.646096690667,0.9241605903339454,9906,29,"['Simulation', 'Sports']","['SpikeChunsoftCo.,Ltd.']","['SpikeChunsoftCo.,Ltd.']","['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Shared/SplitScreen', 'SteamAchievements', 'SteamWorkshop', 'PartialControllerSupport', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayTogether', 'FamilySharing']","Dec18,2017"
11189,FireWithFire:OnlineTowerAttackandDefense,1,0.0,0.0,0,0,,,0,0,"['Casual', 'FreetoPlay', 'Indie', 'Strategy', 'EarlyAccess']",['TheoryGeorgiou'],['TheoryGeorgiou'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'FamilySharing']",Mar2016
11190,Firefall,2,267.0,267.0,534,0,377.59502115361636,1.414213562373095,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
11192,FirefightingSimulator-TheSquad,1,3294.0,3294.0,3294,3294,,,3294,24,"['Action', 'Simulation']",['ChronosUnterhaltungssoftware'],['astragonEntertainment'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'Fullcontrollersupport', 'FamilySharing']","Nov17,2020"
11193,Firestone:OnlineIdleRPG,3,43894.666666666664,42842.0,54366,34476,9986.696417401168,0.2275150303165419,54366,0,"['Action', 'Adventure', 'Casual', 'Indie', 'MassivelyMultiplayer', 'RPG', 'Simulation', 'Strategy', 'FreetoPlay']",['HolydayStudios'],['HolydayStudios'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'SteamTradingCards', 'In-AppPurchases', 'SteamCloud', 'Stats', 'RemotePlayonPhone', 'RemotePlayonTablet']","Apr1,2024"
11196,Firewatch,1,0.0,0.0,0,0,,,0,19,"['Adventure', 'Indie']",['CampoSanto'],"['Panic', 'CampoSanto']","['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","Feb9,2016"
