,name,playtime_forever_count,playtime_forever_mean,playtime_forever_median,playtime_forever_max,playtime_forever_min,playtime_forever_std,playtime_forever_cv,playtime_forever,price,genres,developers,publishers,categories,release_date
22475,TheWalkingDead:SeasonTwo,1,0.0,0.0,0,0,,,0,14,['Adventure'],['TelltaleGames'],['SkyboundGames'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'FamilySharing']","Dec17,2013"
22476,TheWitcher2:AssassinsofKingsEnhancedEdition,3,1764.3333333333333,1356.0,3209,728,1289.9195065326105,0.7311087322119463,728,2,['RPG'],['CDPROJEKTRED'],"['CDPROJEKTRED', '1C-SoftClub']","['Single-player', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'SteamLeaderboards', 'FamilySharing']","Apr16,2012"
22479,TheWitcher3:WildHunt,102,12186.333333333334,9204.0,48364,0,10232.467168920517,0.839667428178056,9536,9,['RPG'],['CDPROJEKTRED'],['CDPROJEKTRED'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'RemotePlayonTablet', 'RemotePlayonTV', 'FamilySharing']","18May,2015"
22581,TheWitcher:EnhancedEdition,3,6116.333333333333,6988.0,11361,0,5730.439104757447,0.9369075870223087,11361,1,"['Action', 'RPG']",['CDPROJEKTRED'],"['CDPROJEKTRED', '1C-SoftClub']","['Single-player', 'SteamCloud', 'FamilySharing']","Sep19,2008"
22584,TheWolfAmongUs,1,0.0,0.0,0,0,,,0,14,"['Action', 'Adventure', 'Casual']",['Telltale'],['Telltale'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'RemotePlayonTV', 'FamilySharing']","Oct11,2013"
22585,Them'sFightin'Herds,3,14391.666666666666,21270.0,21905,0,12467.592323032275,0.8663063571302102,21270,7,"['Action', 'Indie']","['Mane6,Inc.']",['MaximumEntertainment'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayTogether', 'FamilySharing']","Apr30,2020"
22588,TheyAreBillions,2,38554.0,38554.0,48394,28714,13915.861453751255,0.36094468677053626,48394,29,['Strategy'],['NumantianGames'],['NumantianGames'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'SteamWorkshop', 'SteamCloud', 'Stats', 'SteamLeaderboards', 'Includesleveleditor', 'RemotePlayonTablet', 'FamilySharing']","Jun18,2019"
22590,Thief,2,382.0,382.0,764,0,540.2295808265224,1.4142135623730951,0,19,"['Action', 'Adventure']","['Eidos-Montréal', 'FeralInteractive(Mac)']","['EidosInteractiveCorp.', 'FeralInteractive(Mac)']","['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'SteamLeaderboards', 'RemotePlayonTV', 'FamilySharing']","Feb27,2014"
22592,ThisLandIsMyLand,1,5197.0,5197.0,5197,5197,,,5197,29,"['Action', 'Indie', 'RPG', 'Simulation']",['Game-Labs'],['Game-Labs'],"['Single-player', 'PartialControllerSupport', 'FamilySharing']","Oct20,2021"
22593,ThisWarofMine,1,0.0,0.0,0,0,,,0,19,"['Adventure', 'Indie', 'Simulation']",['11bitstudios'],['11bitstudios'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'SteamWorkshop', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","Nov14,2014"
22594,ThomasWasAlone,1,10153.0,10153.0,10153,10153,,,10153,9,['Indie'],['BithellGames'],['BithellGames'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'RemotePlayonTV', 'FamilySharing']","Nov12,2012"
22595,ThroughAbandoned:TheUndergroundCity,1,861.0,861.0,861,861,,,861,0,"['Adventure', 'Casual', 'Indie']",['IgorKrutov'],['Conglomerate5'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'FamilySharing']","Jul22,2015"
22596,ThroughtheAges,1,8794.0,8794.0,8794,8794,,,8794,15,"['Indie', 'Strategy']",['CGEDigital'],['CGEDigital'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'SteamTradingCards', 'SteamTurnNotifications', 'FamilySharing']","Mar26,2018"
22597,ThroughtheWoods,1,0.0,0.0,0,0,,,0,13,"['Adventure', 'Indie']",['Antagonist'],['FulqrumPublishing'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonTV', 'FamilySharing']","27Oct,2016"
22598,Thunderbolt,1,0.0,0.0,0,0,,,0,1,"['Action', 'Casual', 'Indie']",['LillyWellandInc.'],['BitlockStudio'],"['Single-player', 'FamilySharing']","Feb26,2018"
22599,TickettoRide,1,5536.0,5536.0,5536,5536,,,5536,0,"['Casual', 'Indie', 'Strategy']",['DaysofWonder'],"['DaysofWonder', 'TwinSailsInteractive']","['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'LANPvP', 'Shared/SplitScreenPvP', 'Shared/SplitScreen', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayTogether', 'FamilySharing']","May24,2012"
22600,TigerKnight:EmpireWar,2,176.0,176.0,352,0,248.90158697766472,1.414213562373095,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
22602,TimeClickers,4,36948.0,36862.5,74067,0,37400.5485610394,1.0122482559553807,63820,0,"['Action', 'Casual', 'FreetoPlay', 'Indie']",['ProtonStudioInc'],[''],"['Single-player', 'SteamAchievements']","Jul23,2015"
22606,TimeLockVR1,1,0.0,0.0,0,0,,,0,9,"['Action', 'Adventure', 'Casual', 'Indie']",['WhaleRockGames'],['WhaleRockGames'],"['Single-player', 'TrackedControllerSupport', 'VROnly', 'FamilySharing']","Aug9,2017"
22607,Timelie,1,0.0,0.0,0,0,,,0,17,"['Adventure', 'Indie', 'Strategy']",['UrniqueStudio'],['UrniqueStudio'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","May20,2020"
22608,TitanQuest,1,0.0,0.0,0,0,,,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
22609,TitanQuest:ImmortalThrone,1,1679.0,1679.0,1679,1679,,,1679,0,Unknown,Unknown,Unknown,Unknown,Unknown
22610,TitanQuestAnniversaryEdition,5,1352.2,0.0,3967,0,1897.4522918903654,1.40323346538261,0,19,"['Action', 'RPG']","['IronLoreEntertainment', 'THQNordic']",['THQNordic'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'SteamTradingCards', 'SteamWorkshop', 'PartialControllerSupport', 'SteamCloud', 'Includesleveleditor', 'FamilySharing']","Aug31,2016"
22615,Titanfall®2,2,7134.5,7134.5,8201,6068,1508.2587642709059,0.21140356917386025,8201,29,['Action'],['RespawnEntertainment'],['ElectronicArts'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV']","Jun18,2020"
22617,TomClancy'sGhostReconPhantoms-NA,2,751.0,751.0,1502,0,1062.0743853421943,1.414213562373095,0,0,['FreetoPlay'],['UbisoftSingapore'],['Ubisoft'],"['Multi-player', 'SteamAchievements', 'PartialControllerSupport']","Apr10,2014"
22619,TomClancy'sGhostReconWildlandsOpenBeta,2,0.0,0.0,0,0,0.0,,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
22621,TomClancy'sGhostRecon®Wildlands,15,6506.8,3928.0,20504,0,5883.010177014582,0.904132626946361,8689,49,"['Action', 'Adventure']","['UbisoftParis', 'UbisoftAnnecy', 'UbisoftBucharest', 'UbisoftMontpellier', 'UbisoftMilan', 'Reflections', 'UbisoftBelgrade']",['Ubisoft'],"['Single-player', 'Multi-player', 'Co-op', 'SteamTradingCards', 'In-AppPurchases', 'PartialControllerSupport']","Mar6,2017"
22636,TomClancy'sRainbowSix:Vegas2,1,11751.0,11751.0,11751,11751,,,11751,9,['Action'],['UbisoftMontreal'],['Ubisoft'],"['Single-player', 'Multi-player', 'Co-op', 'FamilySharing']","Apr16,2008"
22637,TomClancy'sRainbowSixSiege,456,35053.42763157895,24738.5,238566,0,36078.889233151946,1.0292542461853054,94641,19,['Action'],['UbisoftMontreal'],['Ubisoft'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Fullcontrollersupport', 'SteamTradingCards', 'In-AppPurchases', 'RemotePlayonPhone', 'RemotePlayonTablet']","Dec1,2015"
23093,TomClancy'sRainbowSixSiege-TestServer,13,0.9230769230769231,0.0,12,0,3.3282011773513744,3.6055512754639887,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
23106,TomClancy'sSplinterCell,1,0.0,0.0,0,0,,,0,9,['Action'],['Ubisoft'],['Ubisoft'],"['Single-player', 'FamilySharing']","Apr1,2008"
23107,TomClancy'sSplinterCellBlacklist,1,0.0,0.0,0,0,,,0,29,"['Action', 'Adventure']",['UbisoftToronto'],['Ubisoft'],"['Single-player', 'Multi-player', 'Co-op']","Aug20,2013"
23108,TomClancy'sTheDivision,16,13631.125,7810.0,50364,2008,14117.544606505293,1.0356844799314284,16480,4,"['Action', 'Adventure', 'RPG']",['MassiveEntertainment'],['Ubisoft'],"['Single-player', 'Multi-player', 'Co-op', 'SteamTradingCards', 'In-AppPurchases']","Mar7,2016"
23124,TomClancy'sTheDivisionPTS,1,0.0,0.0,0,0,,,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
23125,TombRaider,16,2130.3125,0.0,18869,0,4787.132916736279,2.2471505550177633,0,14,"['Action', 'Adventure']","['CrystalDynamics', 'Eidos-Montréal', 'FeralInteractive(Mac)', 'Nixxes']","['CrystalDynamics', 'FeralInteractive(Mac)']","['Single-player', 'Multi-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'FamilySharing']","Mar4,2013"
23141,TombRaider:Anniversary,1,0.0,0.0,0,0,,,0,8,"['Action', 'Adventure']",['CrystalDynamics'],['CrystalDynamics'],"['Single-player', 'Fullcontrollersupport', 'FamilySharing']","Jun5,2007"
23142,TombRaider:Legend,1,0.0,0.0,0,0,,,0,6,"['Action', 'Adventure']",['CrystalDynamics'],['CrystalDynamics'],"['Single-player', 'Fullcontrollersupport', 'FamilySharing']","Mar29,2007"
23143,TombRaiderI,1,2312.0,2312.0,2312,2312,,,2312,6,"['Action', 'Adventure']",['CoreDesign'],['CrystalDynamics'],"['Single-player', 'FamilySharing']","Nov28,2012"
23144,TombRaiderI-IIIRemasteredStarringLaraCroft,1,4945.0,4945.0,4945,4945,,,4945,29,"['Action', 'Adventure']","['Aspyr', 'CrystalDynamics']",['Aspyr'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","Feb13,2024"
23145,TombRaiderII,1,41836.0,41836.0,41836,41836,,,41836,6,"['Action', 'Adventure']",['CoreDesign'],['CrystalDynamics'],"['Single-player', 'FamilySharing']","Nov28,2012"
23146,TorchlightII,4,9593.75,3164.5,31542,504,14717.682842417826,1.5340907197308482,1979,3,"['Action', 'Adventure', 'Indie', 'RPG']",['RunicGames'],['ArcGames'],"['Single-player', 'Multi-player', 'Co-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'SteamTradingCards', 'SteamWorkshop', 'SteamCloud', 'FamilySharing']","Sep20,2012"
23150,Toribash,2,5597.5,5597.5,11195,0,7916.060415383399,1.414213562373095,11195,0,"['Action', 'FreetoPlay', 'Indie', 'Strategy']",['NabiStudios'],"['Nicalis,Inc.']","['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'SteamTradingCards', 'In-AppPurchases', 'SteamCloud', 'Includesleveleditor']","May16,2014"
23152,TorqueDrift,3,1819.6666666666667,1004.0,4455,0,2336.8227004489095,1.2842037188764843,0,0,['Racing'],['GreaseMonkeyGames'],['GreaseMonkeyGames'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'In-AppPurchases', 'PartialControllerSupport']","Apr20,2021"
23155,TotalWar:ATTILA,5,13038.4,6194.0,28054,1466,12399.491211336053,0.9509979147238966,28054,44,['Strategy'],['CREATIVEASSEMBLY'],['SEGA'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'LANPvP', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'SteamAchievements', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","Feb17,2015"
23160,TotalWar:EMPIRE-DefinitiveEdition,14,20845.428571428572,14882.0,57709,2332,17675.688330473695,0.8479407496903456,50956,24,['Strategy'],"['CREATIVEASSEMBLY', 'FeralInteractive(Mac)', 'FeralInteractive(Linux)']","['SEGA', 'FeralInteractive(Mac)', 'FeralInteractive(Linux)']","['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'LANPvP', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'SteamAchievements', 'SteamTradingCards', 'Stats', 'FamilySharing']","Mar4,2009"
23174,TotalWar:MEDIEVALII-DefinitiveEdition,6,17387.833333333332,13753.5,58231,0,21452.218546496926,1.233748802121997,0,24,['Strategy'],"['CREATIVEASSEMBLY', 'FeralInteractive(Mac)', 'FeralInteractive(Linux)']","['SEGA', 'FeralInteractive(Mac)', 'FeralInteractive(Linux)']","['Single-player', 'Multi-player', 'SteamTradingCards', 'FamilySharing']","Nov15,2006"
23180,TotalWar:NAPOLEON-DefinitiveEdition,6,20232.833333333332,14008.5,45045,180,16749.765460049482,0.827850710975534,45045,24,['Strategy'],"['CREATIVEASSEMBLY', 'FeralInteractive(Mac)']","['SEGA', 'FeralInteractive(Mac)']","['Single-player', 'Multi-player', 'SteamAchievements', 'SteamTradingCards', 'Stats', 'FamilySharing']","Feb25,2010"
23186,TotalWar:ROMEII-EmperorEdition,28,23573.85714285714,17595.0,123459,1925,23220.1944750753,0.9849976749397159,22521,59,['Strategy'],['CREATIVEASSEMBLY'],['SEGA'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'LANPvP', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","Sep2,2013"
23214,TotalWar:ROMEREMASTERED,1,6226.0,6226.0,6226,6226,,,6226,29,['Strategy'],"['CreativeAssembly', 'FeralInteractive']",['SEGA'],"['Single-player', 'Multi-player', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'SteamWorkshop', 'SteamCloud', 'FamilySharing']","Apr29,2021"
23215,TotalWar:SHOGUN2,11,54990.27272727273,22645.0,365200,1557,104132.37093919537,1.893650745389927,365200,29,['Strategy'],"['CREATIVEASSEMBLY', 'FeralInteractive(Mac)', 'FeralInteractive(Linux)']","['SEGA', 'FeralInteractive(Mac)', 'FeralInteractive(Linux)']","['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'LANPvP', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'SteamAchievements', 'SteamTradingCards', 'SteamCloud', 'ValveAnti-Cheatenabled', 'Stats', 'FamilySharing']","Mar15,2011"
23226,TotalWar:THREEKINGDOMS,4,18131.75,9639.0,49407,3842,21448.47842893912,1.1829237899783045,3842,43,"['Action', 'Strategy']","['CREATIVEASSEMBLY', 'FeralInteractive(Mac)', 'FeralInteractive(Linux)']","['SEGA', 'FeralInteractive(Mac)', 'FeralInteractive(Linux)']","['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'LANPvP', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'SteamAchievements', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","23May,2019"
23230,TotalWar:WARHAMMER,10,25360.7,19945.5,80514,0,25215.917433460778,0.9942910658404845,15125,0,"['Action', 'Strategy']","['CREATIVEASSEMBLY', 'FeralInteractive(Linux)', 'FeralInteractive(Mac)']","['SEGA', 'FeralInteractive(Linux)', 'FeralInteractive(Mac)']","['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'LANPvP', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'SteamAchievements', 'SteamTradingCards', 'SteamWorkshop', 'FamilySharing']","24May,2016"
23240,TotalWar:WARHAMMERII,51,35210.92156862745,26800.0,140146,7207,25066.981582825752,0.7119092732057364,39130,59,"['Action', 'Strategy']","['CREATIVEASSEMBLY', 'FeralInteractive(Mac)', 'FeralInteractive(Linux)']","['SEGA', 'FeralInteractive(Mac)', 'FeralInteractive(Linux)']","['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'LANPvP', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'SteamAchievements', 'SteamTradingCards', 'SteamWorkshop', 'RemotePlayonTablet', 'FamilySharing']","Sep28,2017"
23291,TotalWar:WARHAMMERIII,14,22068.714285714286,20624.0,46404,0,14710.855146552736,0.6665932122776856,19056,59,"['Action', 'Strategy']","['CREATIVEASSEMBLY', 'FeralInteractive']","['SEGA', 'FeralInteractive']","['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'LANPvP', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'SteamAchievements', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","Feb16,2022"
23305,TotallyAccurateBattlegrounds,5,0.0,0.0,0,0,0.0,,0,0,"['Action', 'FreetoPlay', 'Indie']",['Landfall'],['Landfall'],"['Multi-player', 'PvP', 'OnlinePvP', 'In-AppPurchases']","Jun5,2018"
23310,TotallyReliableDeliveryService,1,0.0,0.0,0,0,,,0,14,"['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Simulation']","[""We'reFiveGames""]",['Infogrames'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'RemotePlayTogether', 'FamilySharing']","Apr1,2021"
23311,TotallyReliableDeliveryServiceBeta,1,1.0,1.0,1,1,,,1,0,Unknown,Unknown,Unknown,Unknown,Unknown
23312,Toukiden2,1,0.0,0.0,0,0,,,0,59,['Action'],"['KOEITECMOGAMESCO.,LTD.']","['KOEITECMOGAMESCO.,LTD.']","['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","Mar21,2017"
23313,TowerHunter:Erza'sTrial,1,0.0,0.0,0,0,,,0,17,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",['IceSitruuna'],['IceSitruuna'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'FamilySharing']","Oct12,2019"
23314,TowerUnite,4,27929.75,21590.5,60421,8117,22822.420137151683,0.8171365707588389,25713,24,"['Action', 'Adventure', 'Casual', 'Indie', 'MassivelyMultiplayer', 'Racing', 'EarlyAccess']",['PixelTailGames'],['PixelTailGames'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'SteamTradingCards', 'SteamWorkshop', 'PartialControllerSupport', 'SteamCloud', 'ValveAnti-Cheatenabled', 'Stats', 'SteamLeaderboards', 'FamilySharing']","Apr8,2016"
23318,TowerofFantasy,3,43841.333333333336,36435.0,61615,33474,15463.48280088717,0.352714701519582,61615,0,"['Action', 'MassivelyMultiplayer', 'RPG', 'FreetoPlay']",['HottaStudio'],['LevelInfinite'],"['Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'In-AppPurchases']","Oct19,2022"
23321,TowerofGuns,1,0.0,0.0,0,0,,,0,14,"['Action', 'Indie']",['TerriblePostureGames'],['TerriblePostureGames'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","Mar4,2014"
23322,TownofSalem,2,8026.0,8026.0,8072,7980,65.05382386916237,0.00810538548083259,8072,4,"['Action', 'Casual', 'RPG', 'Strategy']",['BlankMediaGames'],['BlankMediaGames'],"['Multi-player', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'In-AppPurchases', 'SteamCloud', 'FamilySharing']","Dec15,2014"
23324,TrackManiaNationsForever,22,4001.409090909091,696.5,34588,0,8254.558057790691,2.0629128065271916,20774,0,['Racing'],['Nadeo'],['Ubisoft'],"['Single-player', 'Multi-player', 'Includesleveleditor']","Apr16,2008"
23346,TrackMania²Stadium,4,4213.25,4949.5,6954,0,3215.9008457973327,0.7632827023787653,3420,9,"['Racing', 'Sports']",['Nadeo'],['Ubisoft'],"['Single-player', 'Multi-player', 'VRSupport', 'SteamWorkshop', 'PartialControllerSupport', 'Includesleveleditor', 'FamilySharing']","Jun20,2013"
23350,Trackmania,5,5104.4,1314.0,12135,0,6137.554667780972,1.2024047229411825,0,0,['Racing'],['Nadeo'],['Ubisoft'],"['Single-player', 'Multi-player', 'PvP', 'LANPvP', 'Shared/SplitScreenPvP', 'Shared/SplitScreen', 'Cross-PlatformMultiplayer', 'PartialControllerSupport']","Feb2,2023"
23355,TrailerParkBoys:GreasyMoney,1,14313.0,14313.0,14313,14313,,,14313,0,"['Casual', 'FreetoPlay', 'Indie', 'Simulation']",['EastSideGames'],['EastSideGames'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'In-AppPurchases']","18Apr,2018"
23356,TrainSimWorld®2,1,21607.0,21607.0,21607,21607,,,21607,19,['Simulation'],['DovetailGames'],['DovetailGames-TSW'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'Stats', 'FamilySharing']","Aug20,2020"
23357,TrainSimulator,2,4167.5,4167.5,8335,0,5893.735021189874,1.4142135623730951,0,29,['Simulation'],['DovetailGames'],"['DovetailGames-Trains', 'DovetailGames']","['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamWorkshop', 'In-AppPurchases', 'SteamCloud', 'SteamLeaderboards', 'FamilySharing']","Sep17,2015"
23359,TrainValley,1,0.0,0.0,0,0,,,0,9,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']","['AlexeyDavydov', 'SergeyDvoynikov', 'TimofeyShargorodskiy']","['Flazm', 'METAPublishing']","['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","Sep16,2015"
23360,TrainValley2,4,14486.5,10328.5,30433,6856,10800.19544576239,0.7455351841895828,30433,14,"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']","['AlexeyDavydov', 'SergeyDvoynikov', 'TimofeyShargorodskiy']","['Flazm', 'METAPublishing']","['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamWorkshop', 'SteamCloud', 'FamilySharing']","Apr15,2019"
23364,TrainzRailroadSimulator2019,1,7884.0,7884.0,7884,7884,,,7884,39,['Simulation'],['N3VGames'],['N3VGames'],"['Single-player', 'Multi-player', 'Co-op', 'SteamAchievements', 'Includesleveleditor', 'FamilySharing']","Jan7,2019"
23365,TrainzRailroadSimulator2022,1,0.0,0.0,0,0,,,0,39,['Simulation'],['N3VGames'],['N3VGames'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'Includesleveleditor', 'FamilySharing']","May30,2022"
23366,TransPlan,1,0.0,0.0,0,0,,,0,2,"['Casual', 'Indie', 'Strategy']",['KittehfaceSoftware'],['KittehfaceSoftware'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","Jun8,2015"
23367,Transformice,4,12379.5,4477.0,40564,0,19257.93456387955,1.5556310484171048,0,0,"['FreetoPlay', 'Indie', 'MassivelyMultiplayer']",['Atelier801'],['Atelier801'],"['Multi-player', 'MMO', 'SteamAchievements', 'SteamTradingCards', 'Includesleveleditor']","Jan30,2015"
23371,Transistor,2,8961.0,8961.0,17922,0,12672.767732425305,1.4142135623730951,17922,19,"['Action', 'Indie', 'RPG']",['SupergiantGames'],['SupergiantGames'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonTV', 'FamilySharing']","May20,2014"
23373,Transmissions:Element120,1,0.0,0.0,0,0,,,0,0,"['Action', 'FreetoPlay', 'Indie']","['Shokunin', 'ThomasM.Visser', 'VincentThiele']",['SelfPublished'],"['Single-player', 'SteamAchievements', 'Captionsavailable', 'VRSupport', 'PartialControllerSupport', 'SteamCloud']","Jun16,2016"
23374,TransportFever2,5,20330.8,24327.0,33983,6449,11871.94601571284,0.5839389505436501,33983,39,"['Casual', 'Indie', 'Simulation', 'Strategy']",['UrbanGames'],['GoodShepherdEntertainment'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamWorkshop', 'FamilySharing']","Dec11,2019"
23379,TreeSimulator2022,2,535093.0,535093.0,576240,493946,58190.64545096574,0.10874865761833129,576240,5,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",['Revmatek'],['Revmatek'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'FamilySharing']","Apr16,2021"
23381,TreeSimulator2023,1,94507.0,94507.0,94507,94507,,,94507,7,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",['Revmatek'],['Remvatek'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'Fullcontrollersupport', 'FamilySharing']","Apr1,2022"
23382,TreeofLife,1,9773.0,9773.0,9773,9773,,,9773,0,"['Indie', 'MassivelyMultiplayer', 'RPG']",['OddOneGames'],['OddOneGames'],"['Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'FamilySharing']","Aug17,2017"
23383,TreeofSavior(EnglishVer.),12,20372.25,10862.0,86736,1,25661.96017144655,1.2596527222789113,86736,0,"['MassivelyMultiplayer', 'RPG', 'FreetoPlay']","['IMCGAMESCo.,Ltd.']","['IMCGAMESCo.,Ltd.']","['Multi-player', 'MMO', 'SteamTradingCards', 'In-AppPurchases', 'PartialControllerSupport', 'ValveAnti-Cheatenabled']","Mar28,2016"
23395,Trials2:SecondEdition,1,40720.0,40720.0,40720,40720,,,40720,9,"['Indie', 'Racing', 'Sports']",['Redlynx'],['RedLynxLtd.'],"['Single-player', 'Multi-player', 'SteamAchievements', 'FamilySharing']","May28,2008"
23396,TrialsEvolutionGoldEdition,1,0.0,0.0,0,0,,,0,19,"['Action', 'Racing']","['RedlynxLtd', 'UbisoftShanghaï']",['Ubisoft'],"['Single-player', 'Multi-player', 'PartialControllerSupport']","Mar21,2013"
23397,Tribes:Ascend,2,5355.5,5355.5,10711,0,7573.820733289111,1.4142135623730951,0,0,"['Action', 'FreetoPlay']",['Hi-RezStudios'],['Hi-RezStudios'],"['Multi-player', 'Co-op']","Jun27,2012"
23399,TrickyTowers,3,3322.0,0.0,9966,0,5753.872782743811,1.7320508075688774,9966,5,"['Casual', 'Indie']",['WeirdBeard'],['WeirdBeard'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamLeaderboards', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","Aug2,2016"
