column1,name,playtime_forever_count,playtime_forever_mean,playtime_forever_median,playtime_forever_max,playtime_forever_min,playtime_forever_std,playtime_forever_cv,playtime_forever,price,genres,developers,publishers,categories,release_date,hours_per_dollar
13135,HELLDIVERS™2,38,5732.78955078125,3154,20308,0,6011.60791015625,1.048635721206665,0,32,['Action'],['ArrowheadGameStudios'],['PlayStationPCLLC'],"['Multi-player', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'In-AppPurchases', 'PartialControllerSupport', 'FamilySharing']","8Feb,2024",0.010145846544071021
11426,ForzaHorizon4,9,5509.111328125,5651,12397,1531,3168.634765625,0.5751626491546631,5722,57,['Racing'],['PlaygroundGames'],['XboxGameStudios'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","9Mar,2021",0.010086710316758096
8589,DarkandLight,3,8732,1717,24479,0,13664.2978515625,1.5648531913757324,1717,17,"['Action', 'Adventure', 'MassivelyMultiplayer', 'RPG', 'Simulation', 'EarlyAccess']",['SnailGamesUSA'],['SnailGamesUSA'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'LANPvP', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'SteamWorkshop', 'FamilySharing']","Jul20,2017",0.009900990099009901
24660,Watch_Dogs,3,2247.666748046875,1970,4773,0,2398.584228515625,1.0671441555023193,0,19,"['Action', 'Adventure']",['Ubisoft'],['Ubisoft'],"['Single-player', 'Multi-player', 'SteamTradingCards', 'PartialControllerSupport']","May26,2014",0.009644670050761422
8418,DARKSOULS™:REMASTERED,3,3127.666748046875,4164,5219,0,2759.525390625,0.8822952508926392,5219,39,['Action'],['QLOC'],"['FromSoftware,Inc', 'BandaiNamcoEntertainment']","['Single-player', 'Multi-player', 'SteamAchievements', 'Fullcontrollersupport', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'FamilySharing']","May23,2018",0.009365994236311239
21223,Subnautica,5,93813.3984375,3100,440426,0,194009.75,2.0680387020111084,24019,29,"['Adventure', 'Indie']",['UnknownWorldsEntertainment'],['UnknownWorldsEntertainment'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'VRSupported', 'SteamTradingCards', 'VRSupport', 'SteamCloud', 'RemotePlayonTV', 'FamilySharing']","Jan23,2018",0.00935483870967742
17801,PillarsofEternity,5,8226,3131,27444,0,11436.0771484375,1.390235424041748,27444,29,['RPG'],['ObsidianEntertainment'],['XboxGameStudios'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'SteamCloud', 'Commentaryavailable', 'RemotePlayonTablet', 'FamilySharing']","Mar26,2015",0.009262216544235069
17903,Portal2,25,5538.31982421875,974,70050,0,14223.123046875,2.568129539489746,0,9,"['Action', 'Adventure']",['Valve'],['Valve'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'Captionsavailable', 'SteamWorkshop', 'SteamWorkshop', 'SteamCloud', 'Stats', 'Includesleveleditor', 'Commentaryavailable', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","Apr18,2011",0.009240246406570842
24663,Watch_Dogs2,4,5941.75,5332,10263,2840,3328.21533203125,0.5601406097412109,2840,49,"['Action', 'Adventure']",['Ubisoft'],['Ubisoft'],"['Single-player', 'Multi-player', 'Co-op', 'In-AppPurchases', 'PartialControllerSupport']","Nov28,2016",0.00918979744936234
13898,JurassicWorldEvolution,3,4987.66650390625,3933,11030,0,5590.1220703125,1.1207890510559082,11030,36,"['Simulation', 'Strategy']",['FrontierDevelopments'],['FrontierDevelopments'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonTV', 'FamilySharing']","11Jun,2018",0.009153318077803204
1551,Assassin'sCreedIVBlackFlag,4,1560.25,1246.5,3748,0,1873.0574951171875,1.2004854679107666,2493,11,"['Action', 'Adventure']",['UbisoftMontreal'],['Ubisoft'],"['Single-player', 'Multi-player', 'In-AppPurchases']",Unknown,0.008824709185720016
14111,KingdomCome:Deliverance,6,12181.3330078125,3298,51326,705,19686.974609375,1.616159200668335,51326,29,"['Action', 'Adventure', 'RPG']",['WarhorseStudios'],"['WarhorseStudios', 'PrimeMatter']","['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonTV', 'FamilySharing']","Feb13,2018",0.008793208004851425
11558,GameDevTycoon,5,1291,1033,3417,0,1327.60595703125,1.0283547639846802,1564,9,"['Casual', 'Indie', 'Simulation', 'Strategy']",['GreenheartGames💚'],['GreenheartGames💚'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'SteamWorkshop', 'SteamCloud', 'RemotePlayonTablet', 'FamilySharing']","Aug29,2013",0.008712487899322363
18110,Raft,24,2865.375,2230.5,14931,0,3173.538818359375,1.1075475215911865,4527,19,"['Adventure', 'Indie', 'Simulation']",['RedbeetInteractive'],['AxolotGames'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'SteamCloud', 'FamilySharing']","Jun20,2022",0.008518269446312485
18090,RPGMakerVXAce,6,31478.833984375,8299,141836,1797,54890.87109375,1.7437390089035034,141836,69,"['Adventure', 'RPG', 'Design&Illustration', 'Education', 'WebPublishing', 'GameDevelopment']","['GotchaGotchaGames', 'KADOKAWA', 'YojiOjima']",['GotchaGotchaGames'],"['SteamTradingCards', 'SteamWorkshop']","Dec10,2012",0.00831425472948548
11030,FarCry4,9,6163.4443359375,3490,30325,0,9686.802734375,1.5716540813446045,30325,29,"['Action', 'Adventure']","['UbisoftMontreal,RedStorm,Shanghai,Toronto,Kiev']",['Ubisoft'],"['Single-player', 'Multi-player', 'Co-op', 'PartialControllerSupport']",Nov2014,0.00830945558739255
22287,TheForest,51,6197.39208984375,2473,98617,0,14939.8681640625,2.410670280456543,0,19,"['Action', 'Adventure', 'Indie', 'Simulation']",['EndnightGamesLtd'],['EndnightGamesLtd'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'TrackedControllerSupport', 'VRSupported', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","Apr30,2018",0.007682976142337242
3616,Command&Conquer™RemasteredCollection,3,4857.66650390625,2490,12083,0,6379.97705078125,1.3133829832077026,2490,19,['Strategy'],"['Petroglyph', 'LemonSkyStudios']",['ElectronicArts'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'SteamAchievements', 'SteamWorkshop', 'SteamCloud', 'Includesleveleditor', 'FamilySharing']","Jun5,2020",0.007630522088353414
13655,HouseFlipper,8,3954.125,3225,12734,0,4484.19580078125,1.1340551376342773,4949,24,"['Indie', 'Simulation']",['Empyrean'],"['FrozenDistrict', 'PlayWayS.A.']","['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamWorkshop', 'SteamCloud', 'RemotePlayonTablet', 'FamilySharing']","May17,2018",0.0074418604651162795
20100,STARWARS™Battlefront™II,6,6746.5,5271.5,19896,0,7591.53173828125,1.1252548694610596,3148,39,"['Action', 'Adventure']",['DICE'],['ElectronicArts'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'SteamAchievements', 'SteamTradingCards']","Jun11,2020",0.007398273736128237
10733,FINALFANTASYXVWINDOWSEDITION,3,3156,4394,5074,0,2754.242431640625,0.8727004528045654,4394,32,['RPG'],['SquareEnix'],['SquareEnix'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonTablet', 'FamilySharing']","6Mar,2018",0.007282658170232135
24769,Wreckfest,18,7576.4443359375,4074.5,27155,11,8013.5654296875,1.0576947927474976,12300,29,"['Action', 'Indie', 'Racing', 'Simulation', 'Sports']",['Bugbear'],['THQNordic'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'SteamAchievements', 'SteamWorkshop', 'PartialControllerSupport', 'SteamCloud', 'Stats', 'SteamLeaderboards', 'FamilySharing']","Jun14,2018",0.0071174377224199285
23155,TotalWar:ATTILA,5,13038.400390625,6194,28054,1466,12399.4912109375,0.9509978890419006,28054,44,['Strategy'],['CREATIVEASSEMBLY'],['SEGA'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'LANPvP', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'SteamAchievements', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","Feb17,2015",0.007103648692282854
17827,PlanetCoaster,4,7735.75,6123,18697,0,7872.1103515625,1.017627239227295,18697,43,"['Action', 'Adventure', 'Casual', 'Simulation', 'Strategy']","['FrontierDevelopments', 'Aspyr(Mac)']","['FrontierDevelopments', 'Aspyr(Mac)']","['Single-player', 'SteamAchievements', 'SteamTradingCards', 'SteamWorkshop', 'SteamCloud', 'FamilySharing']","17Nov,2016",0.007022701290217214
2413,BorderlandsGOTY,3,8337,4198,17884,2929,8292.2548828125,0.9946330189704895,2929,29,"['Action', 'RPG']",['GearboxSoftware'],['2K'],"['Single-player', 'Multi-player', 'Co-op', 'SteamAchievements', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","Aug31,2023",0.006908051453072892
21189,StreetFighter™6,11,13384.7275390625,8770,26052,5619,7572.05615234375,0.5657235980033875,19503,59,"['Action', 'Adventure']","['CAPCOMCo.,Ltd.']","['CAPCOMCo.,Ltd.']","['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Shared/SplitScreen', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'SteamTradingCards', 'In-AppPurchases', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","Jun1,2023",0.006727480045610034
9815,DyingLight,19,4662.89453125,2852,14542,0,4316.50439453125,0.9257134795188904,0,19,"['Action', 'RPG']",['Techland'],['Techland'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamWorkshop', 'SteamCloud', 'ValveAnti-Cheatenabled', 'Includesleveleditor', 'RemotePlayonTablet', 'RemotePlayonTV', 'FamilySharing']","Jul15,2021",0.006661991584852735
15690,OMORI,3,3025.666748046875,3009,3321,2747,287.36273193359375,0.09497500956058502,3009,19,"['Adventure', 'Indie', 'RPG']","['OMOCAT,LLC']","['OMOCAT,LLC']","['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'RemotePlayonPhone', 'RemotePlayonTablet', 'FamilySharing']","Dec25,2020",0.006314390162844799
21303,TEKKEN8,6,10033.1669921875,11084,14286,4755,4098.33837890625,0.4084790349006653,12991,69,['Action'],['BandaiNamcoStudiosInc.'],['BandaiNamcoEntertainment'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Shared/SplitScreen', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","Jan25,2024",0.006225189462287983
10595,F1®23,5,13088.7998046875,11270,25258,0,11159.9853515625,0.8526362180709839,23724,69,"['Racing', 'Sports']",['Codemasters'],['ElectronicArts'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'VRSupported', 'SteamWorkshop', 'SteamCloud', 'RemotePlayTogether', 'HDRavailable', 'FamilySharing']","Jun15,2023",0.006122448979591836
14865,MassEffect™LegendaryEdition,3,10490,10349,17239,3882,6679.6162109375,0.6367603540420532,17239,63,"['Action', 'RPG']",['BioWare'],['ElectronicArts'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'RemotePlayonTV']","14May,2021",0.006087544690308242
18231,RedDeadRedemption2,57,14806.6142578125,9458,107888,0,19083.775390625,1.2888683080673218,86228,57,"['Action', 'Adventure']",['RockstarGames'],['RockstarGames'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'In-AppPurchases', 'PartialControllerSupport', 'RemotePlayonPhone', 'RemotePlayonTablet']","5Dec,2019",0.006026644110805667
8421,DARKSOULS™II,5,14519.2001953125,6664,39696,5590,14517.8212890625,0.9999050498008728,6664,39,"['Action', 'RPG']","['FromSoftware,Inc']","['BANDAINAMCOEntertainment', 'FromSoftware,Inc']","['Single-player', 'Multi-player', 'Co-op', 'SteamAchievements', 'Fullcontrollersupport', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'FamilySharing']","Apr25,2014",0.00585234093637455
14951,MicrosoftFlightSimulator,15,17435.80078125,10185,53467,1441,15784.6826171875,0.9053030014038086,28911,59,['Simulation'],['AsoboStudio'],['XboxGameStudios'],"['Single-player', 'Multi-player', 'SteamAchievements', 'Fullcontrollersupport', 'VRSupported', 'In-AppPurchases', 'HDRavailable', 'FamilySharing']","Aug17,2020",0.0057928325969563085
12280,GranblueFantasy:Relink,4,9653,10279.5,18053,0,7816.55224609375,0.8097537159919739,0,59,"['Action', 'Adventure', 'RPG']","['Cygames,Inc.']","['Cygames,Inc.']","['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","Jan31,2024",0.005739578773286638
17718,Persona5Royal,3,9975,9938,14601,5386,4607.611328125,0.4619159400463104,14601,57,['RPG'],['ATLUS'],['SEGA'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","20Oct,2022",0.005735560474944657
15778,Overcooked!2,3,4856,4254,6812,3502,1735.1737060546875,0.3573257327079773,4254,24,"['Action', 'Casual', 'Indie']","['GhostTownGamesLtd.', 'Team17']",['Team17'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","Aug7,2018",0.005641748942172073
13559,HeroesofMight&MagicIII-HDEdition,13,6136.6923828125,2486,27326,0,9473.7314453125,1.5437846183776855,0,14,"['RPG', 'Strategy']",['Dotemu'],['UbisoftEntertainment'],"['Single-player', 'Multi-player', 'SteamAchievements', 'Includesleveleditor', 'RemotePlayonTablet', 'FamilySharing']","Jan28,2015",0.0056315366049879325
2734,CallofDuty:BlackOpsII,4,11075.25,10723.5,21594,1260,10578.7080078125,0.9551665186882019,21594,59,['Action'],['Treyarch'],['Activision'],"['Single-player', 'Multi-player', 'Co-op', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'ValveAnti-Cheatenabled', 'SteamLeaderboards', 'RemotePlayonTV', 'FamilySharing']","Nov12,2012",0.005501935002564461
2809,CallofDuty:BlackOpsIII,57,17334.912109375,10824,130352,0,21280.23828125,1.227594256401062,62097,59,"['Action', 'Adventure']","['Treyarch', 'Aspyr(Mac)']","['Activision', 'Aspyr(Mac)']","['Single-player', 'Multi-player', 'Co-op', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamWorkshop', 'ValveAnti-Cheatenabled', 'SteamLeaderboards', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","Nov5,2015",0.005450849963045085
1876,Batman™:ArkhamOrigins,6,1184.5,554,3140,0,1456.5384521484375,1.2296652793884277,989,3,"['Action', 'Adventure']","['WBGamesMontreal', 'SplashDamage']",['WarnerBros.InteractiveEntertainment'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'SteamLeaderboards', 'FamilySharing']","Oct24,2013",0.005415162454873646
8437,DARKSOULS™III,62,14809.5,11058.5,94841,0,15790.9794921875,1.06627357006073,34629,59,['Action'],"['FromSoftware,Inc.']","['FromSoftware,Inc.', 'BandaiNamcoEntertainment']","['Single-player', 'Multi-player', 'Co-op', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'FamilySharing']","Apr11,2016",0.005335262467784962
10256,Enshrouded,4,5379,5342,9050,1782,2984.059814453125,0.5547610521316528,5727,28,"['Action', 'Adventure', 'RPG', 'EarlyAccess']",['KeenGamesGmbH'],['KeenGamesGmbH'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'FamilySharing']","24Jan,2024",0.005241482590789966
1732,Back4Blood,10,24980.5,11357,110279,0,35116.671875,1.4057633876800537,22293,59,['Action'],['TurtleRockStudios'],['WarnerBros.Games'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Fullcontrollersupport', 'HDRavailable', 'FamilySharing']","Oct12,2021",0.005195033899797482
20611,SleepingDogs:DefinitiveEdition,3,3012.666748046875,3683,4917,438,2313.51904296875,0.7679306268692017,3683,19,"['Action', 'Adventure', 'Racing']","['UnitedFrontGames', 'FeralInteractive(Mac)']","['SquareEnix', 'FeralInteractive(Mac)']","['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamLeaderboards', 'RemotePlayonTablet', 'RemotePlayonTV', 'FamilySharing']","Oct8,2014",0.005158837903882704
25228,theHunter:CalloftheWild™,40,7267.1748046875,3721,43566,0,10984.8642578125,1.5115728378295898,0,19,"['Adventure', 'Simulation', 'Sports']",['ExpansiveWorlds'],['ExpansiveWorlds'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'Fullcontrollersupport', 'In-AppPurchases', 'SteamCloud', 'FamilySharing']","Feb16,2017",0.005106154259607632
