steamid
76561198807870451
76561198002310087
76561197971549149
76561197968119206
76561198078066461
76561198845155712
76561197987029563
76561198000001591
76561198216054597
76561198001150501
76561198043768190
76561198016857943
76561198170716823
76561198064461958
76561198059346961
76561198042664370
76561198085187631
76561198001485579
76561197966559784
76561197977881986
76561198005322467
76561198267664680
76561198025338454
76561198043097779
76561197969870298
76561198117583880
76561198419610713
76561197975699013
76561197960852280
76561198051424047
76561198146103825
76561198204835012
76561198033321808
76561197993844514
76561197971110195
76561198196913901
76561198043316292
76561198812612783
76561197965303916
76561198018597068
76561197960465381
76561198091133045
76561198023144567
76561197986658619
76561198083216199
76561198083187260
76561197971079230
76561198121732747
76561198029712775
76561198049647172
76561199239838491
76561197993298124
76561198254879000
76561197960559672
76561198124619097
76561198218864848
76561197964277695
76561197964465009
76561198004431033
76561197978074131
76561198024853766
76561197995174701
76561198052647145
76561198060445734
76561198053075325
76561198024455656
76561198038304859
76561198105817546
76561198103461561
76561198010701829
76561198031332062
76561197971244131
76561198291143091
76561197971361007
76561197960400354
76561197999760008
76561198017733760
76561198022259073
76561198091569832
76561198028772149
76561198079391820
76561197978716984
76561198155491086
76561197998983832
76561198068874086
76561199142355768
76561197982173066
76561197980366430
76561198104412459
76561198871472944
76561197971896746
76561198042071669
76561198083778537
76561197970520868
76561198057462625
76561199205441801
76561198058960075
76561198048622917
76561197963758256
76561197962334050
76561197979828851
76561198029215128
76561197973896884
76561198097598882
76561197970932255
76561198095873498
76561198014940937
76561198034730111
76561197991978949
76561197992928314
76561198977888026
76561197984319443
76561197965159116
76561197998140630
76561197963727299
76561197961981291
76561198916741836
76561198062416172
76561197990448317
76561198085651970
76561198118969576
76561198154074774
76561197966887787
76561197970979771
76561198021650746
76561197962067929
76561198012800674
76561198009991194
76561198053333983
76561197997832182
76561199489407374
76561198066872938
76561198404982335
76561197981006195
76561198004477556
76561198056840826
76561197980362032
76561198028086838
76561197976583523
76561198053204567
76561198129748881
76561199059946900
