,game_id
24993,360130
25063,433340
25084,1229490
25200,491650
25229,2357570
25398,335300
25408,1344350
25426,403190
25427,858460
25428,414530
25473,288160
25522,236430
25535,289130
25546,299360
25575,555570
25663,878750
25668,304240
25686,1173510
25702,469600
25727,71270
25744,282800
25746,770240
25750,275390
25807,311310
25811,1665460
25812,327310
25840,1025580
25857,999730
25964,883710
25970,1222680
26033,22490
26060,897330
26120,1150640
26168,515220
26172,596350
26204,361420
26213,208140
26220,444640
26232,562590
26254,1217060
26267,460930
26277,893520
26311,681830
26317,1201240
26338,1607250
26388,1369320
26392,2881650
26408,226700
26415,270880
26430,282350
26531,665360
26563,331470
26938,1816670
27012,12250
27038,709700
27043,397460
27062,477160
27063,1083500
27083,583950
27267,707030
27285,302830
27298,1218900
27304,843380
27330,1778820
27413,368340
27414,208580
27417,814380
27438,706990
27480,1677740
27519,1301720
27529,406970
27548,464920
27549,1124300
27555,928600
27582,8000
27594,1218740
27606,530320
27645,352460
27688,2484110
27725,2990
27749,287630
27767,371900
27791,648800
27803,212160
27850,865360
27887,355790
27898,269370
27916,334230
27931,567680
27968,113200
27979,107100
28007,379430
28020,345520
28056,1145360
28102,393420
28122,1080110
28126,40100
28161,315060
28187,20920
28200,881100
28208,871720
28272,1058650
28287,389430
28330,254020
28339,1554790
28384,1408720
28401,20500
28443,1200570
28460,34030
28462,552520
28762,233410
28783,629910
28785,268420
28795,479130
28804,2157560
28807,843660
28833,255480
28861,311690
29045,423580
29047,8870
29077,489520
29086,20540
29108,728880
29111,439700
29132,675010
29182,456670
29220,34220
29381,15620
29443,48240
29459,374900
29493,8800
29572,460870
29582,208650
29620,427460
29657,618510
29674,960170
29695,970960
29708,967050
29718,389300
29760,230780
29891,671510
29941,369990
29963,221040
29985,225540
30086,1088150
30101,842100
30111,702150
30126,745920
30127,297020
30136,321040
30147,747350
30204,385760
30207,212680
30278,263060
30303,757240
30318,667530
30338,1254120
30359,255520
30371,818210
30374,466910
30382,1313860
30418,1171690
30421,1722860
30435,482300
30482,453680
30493,259360
30574,996470
30576,489460
30623,1097430
31169,330070
31192,264710
31302,391420
31321,2338770
31386,207890
31407,666140
31434,200110
31436,447820
31502,1593350
31559,1468260
31568,977950
31597,1158500
31611,719110
31614,1869590
31621,1526490
31636,305620
31647,640590
31656,1888160
31708,307780
31709,282070
31729,272670
31775,34000
31776,1134570
31782,1076200
31807,648350
31838,356500
31928,239820
31932,441380
31979,944770
32026,393100
32045,236090
32047,544920
32067,681660
32119,589290
32125,332800
32133,1377580
32144,1794680
32186,375710
32191,511800
32200,255070
32216,582160
32228,63380
32240,40970
32324,239220
32326,541930
32352,1455660
32392,1302240
32470,360700
32499,2161700
32545,1644960
32596,1304930
32599,1919590
32670,1173370
32674,203140
32726,333640
32730,7940
32736,1466860
32779,243470
32901,40390
33108,610370
33245,1259840
33250,355250
33302,674940
33403,312660
33486,230290
33578,912290
33623,288880
33660,439350
33754,462930
33783,347590
33848,358170
33892,327030
34102,607260
34163,491540
34232,35420
34245,245620
34297,1084600
34305,436150
34315,228180
34370,278360
34377,1262580
34453,323470
34508,1973530
34523,623990
34538,1017900
34570,655500
34598,449550
34657,1426210
34671,625340
34719,272230
34801,1238840
34872,303510
34968,359050
35270,252150
35280,1160750
35425,527440
35435,1399720
35440,669580
35453,335240
35477,1782210
35484,318430
35594,322500
35596,600750
35609,1363080
35626,224960
35641,469820
35656,1259420
35669,254040
35673,920490
35734,813820
35738,1721470
35767,1477830
35848,682990
35855,1955960
35891,552600
35926,2067920
35990,758370
36047,645630
36048,354290
36057,239140
36061,488790
36098,736220
36099,2250040
36112,313160
36150,880940
36160,550470
36195,567090
36236,493370
36241,587860
36261,370240
36278,35450
36291,378860
36314,649640
36341,850800
36387,566160
36392,400450
36425,1090630
36459,1797880
36462,500500
36520,364360
36541,1263370
36575,475150
36577,524440
36594,375820
36683,1329410
36694,201870
36875,704270
36928,307690
37040,635730
37111,1898830
37133,409710
37137,205930
37177,244090
37247,339610
37345,48210
37407,424840
37481,274190
37724,878760
37824,244050
37882,504210
37898,978690
37920,234330
37989,219640
38001,233860
38025,624090
38033,1016180
38070,274900
38130,591530
38146,473690
38173,33230
38298,209870
38312,560380
38334,1328670
38435,533540
38487,55140
38494,1818450
38536,301120
38624,863550
38631,1058450
38632,859700
38700,588650
38706,371660
38722,1371580
38727,1274570
38734,618140
38802,1678430
38915,368260
38982,12530
39385,1661270
39392,1628620
39428,865040
39508,735580
39540,438740
39556,673950
39562,905450
39571,262060
39585,224760
39764,105450
39765,1044200
39841,983050
39845,1158850
39870,571740
39909,1377380
39946,949060
39955,544810
39962,1190340
39984,324810
40023,355430
40039,666220
40075,2400
40081,340
40148,704450
40197,397540
40220,690040
40222,459820
40261,17580
40306,222880
40328,42960
40370,238090
40373,1366540
40379,815780
40450,698780
40472,757130
40556,25000
40594,619080
40623,1144400
40637,1966720
40641,391220
40645,1016920
40668,224580
40815,745710
40819,360
40820,1158160
40831,1273400
40863,844850
40874,239200
40892,496240
40911,1147660
41041,1203620
41212,239160
41247,16600
41255,774861
41380,278080
41528,424370
41568,1222700
41644,99300
41697,980940
41703,362300
41726,360620
41727,40
41774,12240
41885,100
41900,598980
41942,4500
41974,470310
42030,57740
42031,780290
42170,1644940
42172,261030
42193,978780
42259,1066890
42272,586040
42283,650700
42318,1182920
42324,551170
42332,582500
42395,466560
42420,228200
42421,783770
42515,564710
42538,482750
42606,530700
42609,242050
42631,1057090
42673,708420
42676,253980
42694,1694960
42750,65300
42780,1515210
42785,48000
42803,48190
42862,290000
42871,1490890
42874,1049800
42911,536220
42926,15120
42942,533300
42966,1568590
43002,850170
43041,1056600
43377,627670
43532,301750
43551,249050
43565,324510
43612,1769170
43755,362870
43795,368230
43811,529340
43824,227700
43826,872410
43855,489940
43863,1094710
43870,202970
43873,620190
43875,911400
43876,369200
43882,601150
43948,1530300
43950,243800
44012,348820
44019,637100
44058,32390
44064,280680
44067,613100
44074,250520
44253,493540
44265,972660
44303,316010
44344,471710
44356,12110
44367,1623660
44430,612880
44463,261510
44518,1238810
44521,1087760
44584,1028630
44594,919640
44612,236830
44650,1268110
44709,346120
44729,2075730
44755,1044720
44759,2600
44767,881020
44794,392110
44819,1326470
44829,34870
44841,242680
44862,559650
44870,291010
44873,220240
44888,678800
44899,342380
44909,240720
44922,699130
44960,378540
44979,44350
44991,1079000
45017,321360
45019,57300
45050,47810
45051,1332470
45057,534380
45098,673450
45127,329970
45200,682130
45224,627270
45385,756560
45405,768750
45428,24740
45437,214490
45638,515180
45642,251150
45669,452710
45699,599140
45731,1086640
45750,495420
45813,373420
45931,328070
45939,47410
45940,478010
45965,226860
46083,1824220
46150,392160
46167,407840
46184,226980
46262,429660
46275,3170
46281,242920
46403,895400
46419,268650
46459,977400
46467,232910
46490,1009560
46535,527230
46552,342130
46561,8980
46721,397060
46734,427730
46741,891360
46744,816020
46769,238320
46800,774171
46904,1148650
46906,613830
46944,387990
47017,332070
47089,1849250
47168,271290
47689,330020
47752,12360
47766,2108330
47778,803390
47783,331670
47818,705210
47846,382110
47873,976310
47976,678960
48038,1155870
48089,567630
48140,1273710
48154,17460
48157,647830
48259,1243830
48267,955900
48269,1283220
48308,870420
48322,274290
48343,391460
48346,572890
48361,1418630
48427,1332010
48458,468070
48467,395170
48506,354640
48507,422250
48524,1070330
48527,872200
48599,1029550
48621,1150690
48627,750920
48638,267360
48671,556870
48733,809960
48767,21690
48812,646910
48851,338000
48862,308040
48870,637650
49019,9200
49027,386640
49044,1016730
49060,1545820
49086,623940
49183,1055090
49255,234670
49267,551730
49331,223850
49502,1089090
49547,924140
49573,1284410
49600,400170
49601,329110
49689,666860
49702,22370
49726,520720
49785,365450
49888,1061090
49905,236110
49922,494740
50199,481510
50268,261640
50275,1385380
50303,555160
50342,298050
50360,584210
50375,204450
50397,563560
50414,1477590
50431,962130
50435,779290
50439,209000
50572,48110
50653,209080
50658,1910680
50681,374410
50753,436820
50806,274940
50826,212070
50830,550040
50851,350300
50867,293180
50979,55230
51004,321400
51030,636040
51058,737800
51062,362620
51094,1364960
51099,310560
51158,1499560
51163,299740
51175,491950
51190,2305790
51233,396160
51266,1169040
51334,1262540
51548,1611600
51645,1069740
51842,1942280
51867,732430
51878,1282590
51906,206210
51922,49470
52001,235340
52056,223750
52109,603850
52110,611790
52160,220440
52176,581320
52181,1012790
52320,992070
52330,1278480
52331,743090
52337,1774580
52351,1258870
52360,573090
52396,1462040
52449,338340
52535,468920
52557,209170
52596,2399830
52613,695290
52656,1185560
52716,17430
52766,24010
52785,242110
52825,297750
52862,1245430
52919,404730
52926,343100
52931,648430
52950,2808930
52956,351030
53037,257350
53066,534500
53092,1087280
53180,1170970
53204,31280
53288,349700
53326,382310
53328,375950
53336,1271700
53393,477740
53476,285330
53485,1238060
53662,530620
53731,39150
53848,650220
53930,48220
53971,335070
54106,299700
54156,351630
54264,975370
54368,244630
54382,1135690
54397,29500
54523,346140
54555,1407200
54588,1058200
54674,215080
54717,232890
54841,360480
54869,39140
54947,298900
54957,670290
54965,1141530
54988,690510
55002,224540
55020,407530
55059,206420
55091,927380
55115,32510
55233,414700
55260,903950
55264,1987080
55338,377460
55356,1144200
55391,298610
55397,1478220
55411,342550
55492,760620
55534,247080
55548,767560
55612,302710
55979,860330
56114,380840
56180,681590
56193,236870
56217,2524890
56268,640820
56334,1238820
56342,1055430
56381,448510
56396,1888930
56409,428430
56413,592600
56436,1157340
56480,1184160
56490,390670
56510,9420
56544,220160
56622,404790
56629,383180
56633,1916970
56649,493520
56676,761830
56709,1100990
56711,946050
56754,844590
56797,464060
56803,544550
56935,845070
57000,504130
57003,501080
57054,581630
57087,1777760
57098,1485080
57141,436520
57169,391540
57170,220780
57280,1131720
57281,1394800
57283,1104640
57315,391720
57334,272890
57423,415200
57432,257730
57652,2289970
57660,596650
57780,899970
57846,618080
57873,8850
57877,380
57970,687850
58073,598330
58085,313340
58126,365300
58147,406290
58157,951440
58261,487250
58385,1183940
58552,1141220
58585,600140
58598,20570
58611,1190000
58638,978680
58773,1008860
58814,1222800
58929,207140
59031,414920
59052,7670
59228,859580
59234,307950
59256,2208920
59265,829660
59273,51100
59299,574980
59316,564230
59331,544750
59364,269710
59394,1449560
59440,683320
59445,249990
59546,1335200
59643,505040
59709,313480
59774,342940
59919,1800790
60125,272510
60174,1336490
60207,675260
60248,709440
60325,235600
60373,270150
60488,7830
60492,2232840
60551,707680
60628,290080
60629,933110
60636,577800
60686,978460
60687,3530
60712,285900
60738,639490
60779,252850
60815,337320
60816,12140
60860,1018010
60904,1881700
60920,575640
60977,1372280
61040,774241
61057,348550
61065,2281730
61161,606880
61212,626680
61269,42160
61296,266110
61384,528250
61388,287290
61555,801280
61559,920210
61583,457330
61598,219540
61606,267490
61627,1069660
61810,2368470
61952,244730
61987,78000
61995,1123770
62121,1929610
62172,335820
62271,33350
62295,38830
62297,6020
62304,466630
62308,1202130
62384,211160
62437,979120
62562,644930
62578,40920
62616,327690
62682,22320
62714,485510
62719,1604030
62736,2072450
62737,1190460
62758,41300
62775,511740
62863,1016120
62900,1048370
62910,978300
62912,266010
62933,239120
62941,269950
63012,586960
63023,641990
63049,208610
63053,1138190
63058,1100620
63155,1272080
63161,207230
63187,2346550
63204,529180
63267,200710
63333,524220
63347,655790
63413,667890
63440,416870
63543,991780
63611,518040
63614,999860
63623,1496790
63641,2119490
63651,418370
63656,1262350
63659,808100
63697,544730
63902,1172380
64117,389270
64284,216250
64352,1344740
64456,1868140
64487,377840
64514,220260
64559,556720
64562,1182020
64566,1948980
64588,302510
64616,413170
64630,223100
64632,1593310
64636,588430
64690,255220
64717,280790
64798,32400
64814,1222690
64911,1325200
64969,371970
65035,490220
65049,1280
65092,205710
65134,334040
65146,263280
65203,290770
65261,1082430
65324,664430
65390,251870
65449,343740
65455,2052410
65495,492720
65526,877280
65527,40800
65569,308600
65599,233470
65611,450390
65639,375200
65717,589360
65731,1079310
65838,755980
65867,209650
66052,1817070
66086,503940
66277,2186680
66287,622650
66297,823950
66304,616220
66313,1140630
66439,606150
66473,378610
66543,533780
66553,230230
66564,953880
66680,485330
66805,230270
66828,797430
66866,1151640
66888,788100
66906,439340
67015,237890
67091,386010
67135,437220
67143,893050
67156,47790
67221,510510
67230,1011670
67268,752590
67292,342520
67320,617670
67337,282100
67411,1161490
67545,289950
67557,258160
67590,558100
67629,885970
67693,568810
67702,268870
67781,302670
67831,1180380
68429,15700
68499,10270
68506,346010
68518,823180
68523,434170
68596,1118200
68716,418240
68718,257420
68753,460920
68777,357190
68829,985810
68832,201020
68839,1469250
68857,35720
68871,429570
68893,1827980
68918,805940
68941,1544020
68966,363150
68971,13230
68999,1225570
69054,205100
69062,304430
69074,245550
69086,562860
69113,421020
69161,1434480
69167,1241100
69179,257850
69205,217200
69246,375960
69248,632300
69272,1063040
69339,1571440
69354,246620
69361,553420
69378,266210
69411,507490
69448,270170
69473,791930
69536,753420
69544,480650
69548,339280
69716,32440
69800,1540960
69940,312450
69995,205650
70199,312520
70242,2050650
70265,242720
70274,557400
70285,212910
70422,109400
70429,201810
70530,1127500
70591,221910
70662,484950
70690,215120
70729,860510
70922,394690
71008,650940
71052,408900
71082,237930
71181,393530
71185,50650
71308,908520
71351,231670
71421,373140
71443,273350
71493,389280
71541,315880
71570,728540
71581,865770
71607,292630
71731,351290
71770,723780
71810,323220
71813,879160
71834,588440
71904,1977530
71947,1401590
71973,407230
71997,332950
72056,457210
72131,360430
72157,1803190
72193,793190
72582,783240
72674,1432860
72760,476600
72779,2225070
72782,463210
72796,1259800
72874,36620
72932,765410
72999,447040
73048,557340
73091,1258970
73094,460950
73114,1085510
73188,108200
73255,10540
73262,598810
73318,363070
73329,1062520
73408,6060
73412,654310
73459,1041320
73506,337000
73525,234390
73617,223470
73625,222750
73637,531640
73666,370190
73680,258520
73696,323250
73697,8600
73720,312990
73774,241560
73787,211780
73815,1259970
73822,728730
73827,1096530
73906,233720
73907,21970
73933,736590
73944,234710
74081,1025600
74095,952070
74409,234630
74446,401170
74475,239660
74588,278910
74593,571880
74670,382890
74725,607080
74730,348250
74801,1677280
74967,445190
75074,29720
75088,25800
75103,299460
75150,393080
75204,247730
75251,214730
75263,346180
75290,742120
75292,365360
75328,351090
75353,265750
75399,731490
75571,775500
75582,532210
75595,438270
75687,816090
75732,71230
75794,346250
75804,709920
75988,1256670
76003,744900
76144,259340
76146,1850960
76232,555000
76352,302730
76578,274170
76719,838900
76751,434570
76798,234140
76885,362890
77003,428690
77041,1346020
77047,204630
77082,306020
77089,1257810
77124,439370
77132,235460
77238,1509960
77248,1590320
77335,1184140
77416,770070
77418,2080690
77478,722060
77494,835960
77520,610670
77527,1106850
77559,266430
77589,442070
77630,1119730
77675,232050
77722,280740
77743,48800
77821,1269260
77827,707010
77867,575670
77870,397430
77872,366090
77881,508900
77970,1235140
78017,344760
78021,1419730
78032,242860
78055,522210
78068,13140
78094,1455840
78153,213610
78241,29660
78408,349040
78518,568770
78520,385800
78553,442120
78626,65980
78657,231990
78825,893850
78826,674020
78866,320590
78887,410320
78897,944250
78960,287920
78978,235900
79001,486310
79040,104200
79061,441550
79188,1451090
79226,388090
79244,256410
79274,1260320
79304,316430
79316,38600
79325,598450
79362,573410
79546,41070
79551,363890
79579,800270
79609,477200
79653,1042550
79700,367500
79771,424280
79910,798510
79987,1971870
79992,65530
80000,374280
80013,1290260
80053,263540
80056,456610
80071,543900
80110,204340
80172,735280
80185,225840
80296,2333480
80312,673600
80410,435400
80545,212480
80569,1262560
80659,1715730
80725,286100
80865,918570
80872,242700
80988,368420
81042,873840
81051,1127400
81138,329430
81209,253960
81312,319510
81325,203350
81420,585690
81478,406550
81535,2321470
81556,18500
81600,1007350
81677,248820
81716,851850
81850,286940
81853,1970580
81858,317360
81881,979920
82027,1066780
82036,215530
82060,528200
82117,342280
82125,897450
82160,702050
82249,612020
82252,444970
82295,804970
82312,2670630
82323,1961460
82346,383870
82347,24860
82372,778700
82375,256330
82385,614570
82431,1163550
82515,270850
82532,202170
82550,1969080
82680,44320
82690,874240
82692,250260
82700,254300
82912,506140
83037,17020
83044,456750
83072,42120
83215,641780
83380,617830
83451,1284190
83454,49540
83515,505630
83525,845250
83628,215100
83650,1643850
83673,359870
83793,201790
83856,370170
83901,292120
83944,259020
83973,1149460
84009,39000
84015,1030830
84087,648390
84144,474960
84152,658570
84153,591740
84156,224900
84183,113420
84210,463220
84330,2231450
84342,47870
84354,960330
84371,672680
84381,1226470
84383,2666510
84399,718670
84433,591960
84442,1048100
84669,477770
84783,1674470
84857,332480
85012,70100
85024,281690
85047,365960
85062,305050
85082,1451190
85116,1196470
85196,209950
85257,271240
85275,38400
85306,1296830
85356,414370
85362,254700
85370,369070
85376,273070
85521,1740720
85538,32420
85659,1368910
85664,502500
85693,673800
85709,386940
85745,764790
85748,2622000
85775,969680
85886,12750
85912,407120
85925,1887930
85943,290510
86022,607380
86043,1850570
86068,1092790
86158,202090
86177,615050
86247,63500
86267,2218750
86299,371140
86309,370910
86339,210770
86351,450540
86379,377720
86418,520940
86438,263720
86590,1359090
86684,1058830
86699,420560
87022,381120
87037,827610
87053,1022310
87149,455440
87165,321960
87176,996580
87179,606280
87211,1451740
87213,243970
87304,964800
87420,486150
87589,2420110
87628,822800
87646,427250
87693,367540
87759,1067350
87795,447500
87877,1520370
87933,402560
87938,33420
87961,249130
87970,1012840
88031,950100
88032,342580
88039,799960
88077,252130
88184,553660
88191,355840
88237,1275630
88253,91310
88319,346330
88369,402710
88386,268910
88400,814370
88421,394230
88481,386070
88751,35140
88783,438490
89188,291210
89245,111800
89258,823650
89331,1943950
89340,2427700
89451,48720
89518,1167630
89579,1456200
89597,214510
89657,2379780
89658,799860
89696,1843760
89715,536930
89806,949230
89826,560170
90004,597230
90007,844870
90056,1018830
90101,307580
90118,265670
90191,2141910
90204,1812620
90247,312200
90269,3300
90277,629730
90292,939960
90342,480430
90427,2426960
90444,2097230
90451,1971650
90455,424030
90507,387860
90524,1358700
90540,1533390
90596,412880
90621,414340
90622,226580
90735,58610
90743,396650
90747,554530
90945,201230
90982,1846380
91005,231060
91015,212800
91270,73010
91317,1295510
91392,317110
91394,21660
91598,365720
91621,842150
91668,680420
91822,291410
91877,574090
91915,774361
91925,6830
91942,269570
91959,63710
92031,286690
92068,24720
92092,582550
92133,1874880
92138,1102190
92161,371330
92233,441920
92306,316390
92321,867960
92331,420740
92347,292390
92353,818320
92477,759740
92498,407250
92533,391040
92550,2017080
92574,1321680
92591,262390
92701,617290
92713,399790
92716,553520
92897,1784570
93050,510660
93328,700600
93360,266410
93411,1237970
93536,1610460
93627,1190970
93654,96300
93676,1755910
93739,626690
93788,616620
93811,1293230
93831,1259180
93834,511680
93867,1104450
93876,587620
93881,16900
93911,438640
93971,646200
94020,340150
94030,316790
94058,363060
94100,376570
94136,966610
94265,214770
94329,351910
94342,1277920
94364,1031500
94376,312010
94399,719040
94420,400430
94459,281920
94549,2071280
94562,1182110
94641,2338140
94676,1286350
94718,1069640
94898,17500
94983,763410
95086,398810
95231,12840
95302,368070
95348,886250
95461,1026680
95465,1435790
95470,230190
95623,505730
95974,545650
96003,346270
96068,353640
96092,483770
96139,720350
96311,774461
96324,735850
96335,434460
96465,562810
96478,592580
96525,220820
96534,349720
96544,286570
96590,1474700
96744,2141730
96761,35030
96790,1206240
96818,355180
96875,1418100
96877,35700
96889,1466640
96903,2486740
97073,426000
97092,303340
97459,838220
97460,412770
97490,247120
97525,236370
97538,1097130
97604,29640
97704,335330
97787,268130
97805,218470
97806,312670
97816,1265820
97855,253230
97862,994220
98047,1062000
98068,1287260
98069,219150
98130,412020
98189,1178160
98260,562430
98281,2089350
98384,624120
98432,595520
98480,508710
98483,436160
98541,325100
98561,232770
98607,578430
98609,1290490
98612,368430
98645,740130
98710,638970
98795,366640
98824,16450
98851,204360
98875,208500
99041,961200
99120,784150
99235,332790
99258,215830
99260,333600
99293,465200
99331,1289810
99357,420
99450,595780
99627,410700
99678,237110
99854,520440
100044,384190
100118,550060
100119,2200
100253,1011190
100382,567640
100393,798460
100398,108800
100505,2478970
100511,433800
100543,287450
100574,352700
100580,2140330
100638,397080
100694,293760
100756,1739000
100793,356670
100811,543460
100823,857320
100851,868360
100920,632470
100923,1958600
100982,851110
101025,43000
101309,313120
101399,1695840
101612,1368440
101656,541210
101722,1588010
101728,716500
101747,55150
101782,864700
101871,939850
101927,3483
101949,259320
102044,493840
102064,208480
102100,790060
102104,4550
102275,1058770
102295,207610
102297,801630
102340,1002300
102343,204100
102440,253470
102442,209670
102481,329070
102518,1188930
102637,1048540
102655,1230140
