,game_id
102682,361800
102697,776920
102776,264690
102843,921570
102900,339800
103052,817510
103083,871420
103100,418030
103289,858810
103403,1593500
103418,22350
103432,250320
103453,1419170
103616,1239690
103710,846770
103711,440
103795,2132850
103828,570
103893,427410
103995,1693980
104051,983870
104175,1659420
104216,1145350
104394,2479810
104431,2060160
104451,2935730
104474,1159690
104537,1106840
104541,2054970
104543,2010030
104635,1177980
104642,813230
104711,1162750
104715,250820
104766,2283300
104787,213330
104920,936790
104935,2471100
104988,2215430
105305,667870
105314,384110
105353,1338580
105415,2325290
105455,1763200
105459,982220
105509,1379630
105566,218
105671,326410
105678,385730
105711,1473480
105785,1062090
105924,2719200
105927,1812450
105936,1634860
105975,3540
106102,1996010
106199,787480
106271,480
106294,1295500
106317,2133080
106331,287390
106381,1974050
106488,1905180
106715,2936120
106737,1578390
106776,1173820
106943,1702330
106946,1783630
107000,2344520
107119,222420
107261,2242760
107296,719890
107493,2707930
107560,1445790
107606,2171440
107703,2190290
107878,342610
107933,1840080
108024,1574240
108048,1830970
108185,2334730
108388,9880
108485,1088850
108501,1584940
108767,410900
108825,1128860
108894,2319640
108940,2887260
109172,2138710
109195,2139020
109214,1951220
109238,1593030
109328,1101360
109521,2073620
109797,1128000
109840,1349540
110002,236600
110035,934700
110053,446540
110196,2229850
110206,1238880
110213,916440
110247,1182310
110267,33120
110360,231350
110373,1113560
110435,848450
110487,2639420
110641,1920960
110643,257510
110752,755500
111160,2088570
111178,1371980
111267,1270580
111330,774801
111499,1887840
111517,420530
111520,2732960
111532,2857560
111812,105400
111835,1486630
111922,720620
111945,1447430
111968,1504980
111982,2110820
112365,290340
112401,2866540
112421,597180
112495,1963040
112514,211600
112569,396750
112681,1690730
112703,2335130
112714,328760
112720,954850
112759,2511500
112850,447530
112906,1627720
112996,2453360
113224,13240
113290,405900
113305,1979340
113331,1835240
113366,1220140
113456,24670
113505,13540
113553,1651560
113673,2068280
113923,585420
113927,31890
114152,986130
114154,269770
114302,2353700
114574,577480
114625,1522820
114633,1966900
114650,2316660
114659,1478340
114972,535930
115097,2697470
115117,1775490
115176,511470
115248,1772820
115293,1839880
115307,2517890
115572,2066020
115698,1321440
115895,898750
115920,1029690
115948,2076010
115965,446020
116082,1255630
116095,2940480
116134,2378900
116178,2581700
116408,2015270
116454,804010
116522,2422870
116676,1681430
116706,469920
116731,1435990
116847,1676840
116848,1282730
116871,1253920
117117,2140510
117208,2960430
117433,1599600
117845,2288070
117887,1478650
117930,2111190
117952,1017100
117959,1150530
117969,1827180
117996,236150
118211,242550
118260,1602080
118489,2923300
118729,1625450
118852,2889840
118926,1617220
118965,1197260
119023,701160
119108,1658280
119283,2001340
119292,523110
119354,1979440
119765,1128920
119829,2591410
119873,1922560
120000,1832640
120112,763890
120293,1594320
120373,1076750
120754,1313140
120868,2315690
120873,1716120
120961,2256280
121073,1812820
121239,210970
121892,1507410
121914,2954120
121980,1462810
121994,625960
122257,1238000
122266,803600
122328,1003590
122334,1954200
122682,372360
123005,8170
123036,1244800
123109,1282100
123115,1889640
123170,610180
123189,2296100
123422,2418520
123497,632810
123510,1001270
123864,1211630
123963,1850510
124109,578330
124113,10150
124255,2818260
124359,203210
124390,2346660
124443,1877600
124595,2811660
124694,1488200
124879,1885110
124962,355050
124972,1304680
125047,794260
125096,2362300
125219,2020860
125240,2106670
125274,601360
125308,803330
125310,1127110
125903,2349820
125913,866020
126054,2792340
126069,24800
126093,499180
126103,2310
126104,21110
126175,2012510
126329,671970
126428,354430
126451,1277930
126527,667970
126655,2262080
126826,1349230
126844,2464880
126856,1665190
126997,2076580
127136,1817230
127242,361280
127364,1286680
127378,1722620
127516,1063420
127545,993090
127563,2128270
127716,2008100
127732,1206560
128057,2064870
128068,2398450
128137,1110910
128195,756800
128217,513330
128400,1837770
128408,390560
128439,1731270
128442,98800
128558,2059170
128602,1811950
128648,108710
128674,1017180
128788,2163330
128929,2395210
129004,647960
129025,2217000
129039,1296610
129045,1408610
129069,1065310
129139,2777270
129178,2106840
129246,1641960
129251,2719160
129408,2064920
129444,259680
129519,820520
129533,1736290
129550,916840
129803,110800
129863,252110
129864,1668290
129935,1061910
129967,2231380
130042,773670
130092,1933660
130133,227780
130169,2144740
130263,1373960
130279,2707900
130348,1675830
130388,494840
130626,1465360
130747,1942110
130804,252870
130909,1676130
130914,590380
130946,1678150
130958,1337520
130987,227000
131137,2708050
131348,664400
131361,1484720
131383,495050
131492,1118310
131503,1737780
131515,2285240
131757,831560
131907,1702010
131935,1606340
132033,310790
132148,32450
132260,2229880
132386,1597730
132396,3900
132405,845220
132480,317400
132561,1872680
132575,2959950
132622,1222140
132629,1587130
132685,2553910
132722,962400
132963,40950
133054,1705180
133105,1007040
133166,2324590
133176,2239150
133326,2695350
133546,704850
133550,2058180
133600,1620340
133613,1890860
133625,38410
133730,2551020
133826,2389120
133835,1789480
133907,1096900
133961,1507190
133967,846030
134030,848350
134425,1214650
134606,1261520
134663,2140020
134667,1372320
134797,32470
135144,1948800
135202,2281940
135248,700030
135265,1492070
135280,2920360
135300,1812910
135348,1549970
135456,1940340
135549,2248760
135616,2534120
135718,1332720
135806,837470
135837,1421490
135913,394310
135932,1139900
136069,2796180
136121,2444170
136147,867210
136263,410340
136314,980610
136338,2187220
136370,1566200
136411,365160
136496,2168680
136693,897730
136705,537800
136737,1642890
136755,469720
136874,2076260
137091,1601970
137148,1176710
137189,471810
137216,1265860
137233,274520
137446,1643310
137512,2149830
137652,279440
137729,2023760
137818,976620
137997,238260
138028,2908480
138173,673750
138355,594770
138368,2003310
138393,2093940
138421,2217740
138453,1229240
138736,254200
138870,1279600
138910,34270
139068,294420
139102,1677770
139126,2273430
139228,1764210
139308,1621690
139481,1556200
139546,2318480
139666,704000
139678,508440
139798,528230
139950,1599660
139978,482400
140055,736820
140095,1041720
140392,1729940
140498,2365810
140505,1562430
140512,1113120
140569,1522280
140583,1431240
140613,1180660
140740,1431570
140766,1364210
140828,204120
140966,1509510
141104,1173810
141118,2928280
141244,648780
141334,1895880
141561,49600
141573,2974090
141608,287980
141694,1840
141701,1015770
141799,757480
141800,858710
141909,2654470
141975,677120
141979,1141580
142030,2067780
142084,221640
142142,668580
142466,2663530
142587,949730
142711,1278060
142835,611660
142854,2835570
142885,794160
143070,2658710
143213,953490
143422,1105500
143497,622220
143561,1590230
143635,1967600
143666,1602010
143776,1218210
143925,1703340
144079,1648390
144157,238460
144237,2809040
144336,560130
144341,2620
144348,475550
144384,1653970
144577,1199030
144611,1309480
144768,870780
144813,2598750
144849,735290
144878,834530
144947,2331330
145061,2157340
145099,306660
145171,1817800
145183,952060
145619,2389670
145646,1397390
145706,2381740
145745,896660
145765,227260
145836,1382070
146009,965580
146062,1029210
146105,1161580
146122,1785150
146270,1204040
146345,1382330
146399,368360
146695,2796550
146833,1322800
146991,2764370
147018,1378990
147596,1140270
147737,871980
147864,2898460
147968,1840660
148104,1724390
148145,1536610
148447,1866320
148612,350080
148959,526880
149086,1446350
149148,1647730
149223,205610
149318,2079120
149338,491530
149388,2328760
149396,1172450
149438,231740
149620,877200
149682,2352640
149809,1283410
149868,2113850
149944,1482380
149954,2668080
149981,1148760
149982,2904890
150018,1868170
150054,1299620
150259,1097840
150316,2318310
150420,2514960
150560,1154810
150604,1624540
150612,1999360
150675,323190
150869,1829350
150896,1402020
151086,1605220
151649,1097350
151663,2116120
151677,861540
151711,2484250
151737,1742020
151792,1731070
152014,1294810
152121,880950
152123,314660
152232,1275350
152469,895870
152513,1494910
152619,1191210
152647,1588530
152671,2504480
152697,233980
152747,2825260
152810,1059990
152883,2145080
152886,2495450
153000,24810
153003,2878040
153023,951240
153051,293520
153137,6000
153220,2022670
153292,254460
153304,1242980
153415,2781100
153490,1269300
153930,2700460
153975,1883000
154075,8140
154094,296470
154128,1548850
154229,13210
154290,2607060
154328,1307890
154575,2708450
154876,2173770
154896,2094810
155078,589870
155340,1283400
155407,1158470
155493,2842420
155685,1755830
155813,1732920
155847,1045720
155884,1619570
155942,1430220
155999,341940
156130,1757610
156150,1874170
156172,2642680
156356,732240
156419,274920
156921,1976440
157272,1147560
157340,978520
157375,1672970
157389,669330
157432,2348610
157522,218760
157531,2102020
157562,853770
157614,2602780
157724,2735630
157777,2616460
157826,397950
158046,1946140
158211,90
158313,2302150
158345,24780
158468,1119980
158558,478980
158566,1637320
158577,2406180
158589,878670
158681,16830
159043,6220
159281,2186400
159294,312980
159325,1967260
159367,1719460
159425,1745510
159563,895970
159610,1674170
159612,1244090
159655,851670
159808,223350
159823,1324130
159836,260230
159977,1280930
160001,2667960
160425,11450
160445,628070
160674,1058020
160685,2779630
161112,2576020
161228,1168460
161293,292910
161300,1556790
161429,1244460
161480,1192640
161766,1280780
161793,546560
161869,200170
162098,690640
162199,2169220
162301,618740
162441,1827450
162521,2440510
162524,1482520
162657,3720
162745,611670
162767,1306970
163187,979690
163318,904360
163383,2276930
163394,1017160
163417,2098350
163528,362960
163570,1996630
163574,848480
163953,214170
164044,2084000
164215,2005160
164265,1690940
164267,872670
164574,977880
164647,1680550
164671,2790090
164893,2182630
164964,2720010
164998,2296990
165088,271820
165201,1511460
165395,2171280
165460,2337480
165530,401710
165542,473770
165553,2461710
165572,583010
165589,1213230
165631,2821920
165640,1715130
165732,948740
165839,216110
165870,2381620
165886,2120250
