,steamid,Action_weighted_playtime (in_minutes),FreetoPlay_weighted_playtime (in_minutes),Adventure_weighted_playtime (in_minutes),Indie_weighted_playtime (in_minutes),Racing_weighted_playtime (in_minutes),Simulation_weighted_playtime (in_minutes),Sports_weighted_playtime (in_minutes),MassivelyMultiplayer_weighted_playtime (in_minutes),RPG_weighted_playtime (in_minutes),Strategy_weighted_playtime (in_minutes),Casual_weighted_playtime (in_minutes),total_price(dollar),Principal Component 1,Principal Component 2,Principal Component 3,Cluster_Labels
33,76561197979293168,6781.087217329257,5202.9172839737585,1839.52492962356,7413.589553077294,0.0,29622.84794836013,0.0,5819.377903518569,10416.105663482142,22904.22540460727,19552.324096028027,61,-0.4017165547099888,0.9932049323744342,-0.180456341112945,0
34,76561197979944368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,-1.1711601816349868,0.555389532177485,-0.2143452897179761,0
35,76561197980077216,147503.09673583056,121309.99150143003,7259.40150284035,3226.851874620457,0.0,0.0,0.0,12218.932059442199,25224.726325836415,0.0,0.0,114,-0.037048590161733674,-0.5669538757496159,-0.3384708523566138,2
36,76561197980579408,64176.2040852674,0.0,146161.57823055363,82763.80764530458,9468.198711678951,116731.88676279073,6367.904954736257,0.0,95709.06852397435,12656.200875001963,963.1502106921358,134,3.5782676404329488,1.2763010446083616,0.015621576119425166,3
37,76561197981126096,41154.020276263305,29237.445947673405,26193.184398542908,5171.589102826711,0.0,0.0,0.0,0.0,56301.361612995745,29816.398661697927,0.0,156,0.3646358478867494,0.6828075250015131,-0.38157821994084606,0
38,76561197982255200,186437.36720029215,112056.31683253894,16651.581469042547,20666.025093035452,0.0,5379.297716084758,0.0,31964.825083923624,444.9439885838807,36593.64261649865,0.0,135,0.4264853572108888,-0.5864457335033364,-0.3106766652265172,2
39,76561197983039952,9703.140112668743,667.3888043409604,731.3979748387254,0.0,0.0,18005.0,0.0,286.25745607553023,0.0,339.81565207604086,0.0,49,-0.959356054867953,0.6707209877165654,-0.18650161581022814,0
40,76561197983581680,108962.2888015717,56.71119842829077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,-1.016286538040208,-0.16050034566733656,-0.23417202469424941,0
41,76561197983884080,36203.62714005052,242.37285994948078,0.0,0.0,0.0,116964.0,0.0,0.0,0.0,4834.0,0.0,103,0.11640768345380484,1.551762793499299,-0.01492790480501917,0
42,76561197984251696,40366.997049620804,45525.589671625035,26911.87873666095,10734.905118594555,0.0,44756.6819589066,0.0,58950.29245093485,0.0,14028.817338243003,28311.837675414215,78,0.6068862350517283,0.5690346159180487,-0.27804140454442244,3
43,76561197984477792,123126.65915211136,188898.06314505733,52640.40015200461,0.0,0.0,1111.178574739468,3358.947292455689,87573.75168363153,0.0,0.0,0.0,28,0.6631656375179207,-1.515751811904618,-0.4198711163605976,2
44,76561197984556976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,-1.1383644373837758,0.594793741970528,-0.21289037232073565,0
45,76561197985108448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,-1.2465903934127722,0.46475984965348627,-0.21769159973162952,0
46,76561197985512832,51849.037768349444,106559.72684819053,8479.32627039679,412.1427366569907,2981.1870286780772,663.2833588565048,2005.0187188718464,12687.89399732267,0.0,0.0,2801.3832726771325,86,-0.5689416285359299,-0.08788155337290894,-0.12919569353402613,0
47,76561197985943680,109591.77914713309,105223.39196203371,69280.43234275015,7407.82589997292,53583.6556597732,0.0,36038.071945814205,29404.843042522712,0.0,0.0,0.0,9,0.35942791661899715,-1.2318717599201332,2.0824405395540597,2
48,76561197985991552,157249.6920207858,232599.63008700535,3052.650865181847,0.0,0.0,5925.621705426356,17912.378294573646,0.0,696.027027027027,47832.0,0.0,118,-0.06654045957772457,-0.9258979116580346,0.30885352164039825,2
49,76561197986304128,4806.424535084858,9984.486582416093,2745.648437232377,0.0,0.0,0.0,0.0,4621.440445266672,0.0,0.0,0.0,17,-1.1555802508089084,0.36414403230763165,-0.23398758444691256,0
50,76561197986601696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,-1.2137946491615614,0.5041640594465292,-0.21623668233438884,0
51,76561197986705104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,-1.2072355003113189,0.5120449014051379,-0.2159456988549409,0
52,76561197987079936,60461.05847970997,83733.27651385008,59184.84213396874,48374.29365212287,40458.57754141275,0.0,27210.706516937684,99029.5035769063,54148.74770051143,699.9938845801921,0.0,113,1.8965566213423406,-0.3524742140581367,1.2885698690556575,3
53,76561197987147536,3849.7296352965386,1144.7632562524211,242.39431049045535,43.38693225816922,313.8343786216877,69.8249116121843,211.07156233703947,407.9950131315043,0.0,0.0,0.0,27,-1.1996484524397357,0.47004996530398524,-0.20352443877754983,0
54,76561197987238720,23210.504329981013,16541.328436949745,118.99779358676116,0.0,0.0,0.0,0.0,200.29556906189185,169.96006705387038,237.77046838126586,354.14333498545267,17,-1.1798847942779886,0.2566149198870584,-0.2247867503442476,0
55,76561197987776192,115691.9533722393,121466.66059565693,33485.590136507126,0.0,0.0,0.0,0.0,52209.28023229081,3524.2149512053315,4930.300712100536,0.0,121,0.373497177745956,-0.6112661779058305,-0.4085344791293729,2
56,76561197988029888,18751.198006886592,28260.28450447641,17185.151469703727,324.4463007269722,0.0,522.148792091551,0.0,19268.598811400487,171658.67015201948,574.5019626947521,0.0,110,1.3271871262235226,0.6278556867538552,-0.679685831975988,3
57,76561197988421840,10020.943476501683,20825.38188572337,13076.900419322501,8190.203788870749,17113.598193209607,3356.382778928715,3741.1057072044177,31845.644782687254,0.0,11674.838967551697,0.0,83,-0.3817693197782408,0.4609431120849832,0.2708489048103466,0
58,76561197988797632,39456.732721114146,20840.01515576761,22981.397982414608,23917.364223470842,1421.6888888888889,37441.66218402955,0.0,51195.28629165317,0.0,28205.884352653717,40953.9682000075,187,0.970729403123405,1.2448594469535244,-0.19040774655592366,3
59,76561197989360672,226146.24150996353,47266.75849003649,0.0,16335.741753983644,0.0,26289.983290455104,0.0,0.0,0.0,0.0,43083.27495556126,65,-0.015102510243766304,-0.36219515669591595,-0.16304462081750942,2
60,76561197989605152,13223.697705455146,11274.05122088128,2414.7420342606233,815.9449847395308,0.0,0.0,0.0,0.0,5922.757952286952,1444.806102376468,0.0,37,-1.0457485436297693,0.41660129125131606,-0.23617867043118007,0
61,76561197989735504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,-1.2629882655383775,0.4450577447569647,-0.21841905843024978,0
62,76561197989798400,155155.6920629215,57136.26827599034,3877.7474559408533,4880.166919654024,0.0,7853.9137496495305,7299.0,5726.948405183324,0.0,144.05786830616768,12656.205262354262,123,-0.24613382564917669,-0.17165182147929403,0.004908969303122095,0
63,76561197989863632,94372.6325563629,41324.96261312444,56358.28357728744,14843.528817686843,0.0,11239.62559806773,0.0,83137.9161574698,52082.61457703887,12366.564978880424,10183.871124081552,153,1.709838788868212,0.05286771583824033,-0.5620443722765426,3
64,76561197990570112,67221.06490148601,3482.19126050807,3816.167756142862,11690.156903183204,0.0,0.0,0.0,6423.324914801739,57228.01571402918,0.0,19474.078549848942,48,-0.11174211658859627,0.3419350644445158,-0.3524601146406268,0
65,76561197992103488,245401.1500676792,502121.85534970846,105011.16433069407,75528.83370928909,0.0,0.0,0.0,167700.0874032897,107040.90913933949,4830.0,0.0,35,4.17813597495065,-3.600339409149896,-1.0267205159039132,1
66,76561197993361280,152450.79422962642,133031.6439797923,28132.371058769175,29476.211124740126,0.0,27896.016983766916,0.0,0.0,40180.406101787696,83104.55652151736,0.0,187,1.2253964852283772,0.1573437921080404,-0.30582224950579506,3
67,76561197993847744,171107.08523627234,277440.0522987932,10458.82466831048,0.0,0.0,827.1524101218827,2500.3733977488923,16837.511988753216,0.0,0.0,0.0,28,-0.322306507091807,-1.7690313580777544,-0.25725387315517284,2
68,76561197993977280,15716.947526938427,10888.296070155262,32562.404306956778,21603.89565805839,0.0,3404.0783534688067,0.0,20084.785181202737,36367.15329470768,7219.43960851192,0.0,240,0.6674831369960543,1.1630187116162403,-0.3465784604228648,3
69,76561197994647936,6014.398921726597,1534.165768982576,3228.132083140816,0.0,0.0,0.0,6978.0,2829.9551834220433,2401.348042727968,0.0,0.0,57,-0.9964751306372651,0.5388777108707177,-0.008654215477944607,0
70,76561197995219872,273145.2544563666,538965.9332629181,1813.0003898135797,886.1472681217575,0.0,1426.1242141711914,0.0,4373.426063239949,0.0,1569.1143453688326,0.0,107,0.17129509188290698,-3.067674334804341,-0.34103406638791606,1
71,76561197995594528,59768.36886422104,115893.8533904749,23314.741929316126,888.0000036421435,0.0,0.0,0.0,39243.07637568715,1123.9594366586157,0.0,0.0,57,-0.23419117879099471,-0.44063025027235114,-0.3588701584432369,2
72,76561197995994528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,-1.1318052885335335,0.6026745839291368,-0.21259938884128762,0
73,76561197996988288,30041.29160819534,49963.1374593852,1706.8018800648329,0.0,0.0,0.0,0.0,2872.8671645011573,0.0,3410.3748500273864,5079.527037826082,50,-0.9457981344398897,0.22373303653564813,-0.23031149783211108,0
74,76561197997072192,44097.88639712975,91643.5989013353,23868.29571056229,0.0,0.0,0.0,0.0,40174.81104302134,114382.7761356498,54240.631812301544,0.0,26,1.0256003531197013,-0.12696864819683967,-0.6229313142511533,2
75,76561197997147840,10691.089895018127,7013.388472603159,18431.587085383922,8673.073885724525,0.0,16893.082435063134,3088.6187913509316,12937.047262212202,25868.651349904492,18751.460822739507,0.0,125,0.019931146704256043,0.9121222107880536,-0.18858209279661378,0
76,76561197997829952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,-1.187558053760592,0.5356874272809635,-0.21507274841659663,0
77,76561197998070576,28595.927803789073,9010.658021306197,8891.182064562927,6494.790515112255,0.0,7480.592739884546,0.0,16621.253640895495,12698.940495728688,127669.65471872083,0.0,316,0.7795605258027244,1.7861158389860505,-0.23372383878134148,3
78,76561197999048720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,-1.0957299698572014,0.6460192147014839,-0.21099897970432285,0
79,76561198000215360,52403.525730206115,27619.70390120685,15553.599581863173,0.0,0.0,0.0,0.0,16199.170786723866,0.0,0.0,0.0,35,-0.7253932390454289,-0.009374461766572181,-0.28688829296767193,0
80,76561198000325456,11518.0,0.0,1069.4349081422065,4546.018594348324,0.0,9622.119798234555,0.0,0.0,1527.4336037590238,44833.00445697687,11945.988638539016,223,-0.17198977256623346,1.4834673652277925,-0.16414498413847825,0
81,76561198001760672,13457.0,0.0,1453.9208626087704,1640.6316400506232,0.0,7272.629208335657,0.0,0.0,23492.0,46593.81828900495,0.0,83,-0.49159096411106035,0.8488460965330394,-0.25210798103862975,0
82,76561198002054352,91422.17065788076,185766.76597002445,3060.9097490359136,0.0,0.0,0.0,0.0,5152.084266026664,25577.0,356693.06935703225,0.0,165,1.2987567868946739,0.6794254048502808,-0.2990364045251246,3
83,76561198002164704,340409.7421717091,291651.47921112506,38545.55876355251,25706.09990404657,0.0,0.0,0.0,64879.39309332934,32536.726856237437,0.0,0.0,85,1.487915586557629,-2.735252045598911,-0.5541548917201999,1
84,76561198002580272,11780.675675675675,0.0,0.0,0.0,0.0,4696.550531435778,0.0,0.0,23527.324324324323,5167.449468564222,0.0,37,-0.8518483836541926,0.5444929228803003,-0.2636446292965851,0
85,76561198003335360,68803.6327686321,62098.33302559106,6794.635805370629,999.6379952430052,3932.7502897861805,11597.13520961048,2644.999415271995,0.0,0.0,12612.875490494545,0.0,75,-0.6184957566656883,0.1113188520339343,-0.037096410757548985,0
86,76561198003513632,137558.1368516335,180700.1067920292,34650.50471958967,0.0,0.0,0.0,0.0,3044.2516367476346,0.0,0.0,0.0,9,-0.39857004058241524,-1.3003667893773383,-0.33744615602505046,2
87,76561198003669968,290411.9853851092,68064.70915238021,0.0,0.0,0.0,0.0,0.0,7532.541349745861,0.0,75157.76411276478,0.0,46,-0.149649992189299,-1.2312422453156557,-0.28052698853722324,2
88,76561198004177328,51379.113742932146,100023.47731558213,44579.77514518339,125435.66144854376,18495.671518322106,0.0,12439.396540908945,0.0,7331.904288527494,0.0,0.0,85,0.6004754844490555,0.23594016748014765,0.6489171635791839,0
89,76561198004214288,348081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,-0.47360545159441997,-1.4868857701488383,-0.268648723152575,2
90,76561198004438832,13860.45961930055,14119.063008700534,8891.809804431348,0.0,0.0,0.0,0.0,0.0,53847.667567567565,0.0,0.0,104,-0.2490618830883069,0.6735481190899111,-0.35148201752514563,0
91,76561198005771856,9365.0,27383.77480807404,106272.68475480055,110902.90110899608,0.0,183233.27842946956,0.0,50512.700143977214,0.0,261568.6607546826,0.0,107,4.038292943369639,2.658147714308593,-0.08178301459969456,3
92,76561198005923888,33509.53163664815,58713.681230367416,11525.91705866425,3401.0367308997697,24601.00757436,0.0,16545.58409626915,4320.241672791267,0.0,0.0,0.0,0,-0.9036148608000861,-0.19823699819976487,0.8915120155363351,0
93,76561198006071840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130,-0.8792780577992081,0.9060869993355676,-0.2013965248825352,0
94,76561198006245952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,-1.1514827350842596,0.579032058053311,-0.21347233927963186,0
95,76561198006317088,98299.09926475282,166302.0151734145,223876.6173843618,0.0,0.0,0.0,0.0,376826.26817747083,0.0,0.0,0.0,26,5.287733273362948,-2.924485663951469,-1.3850943946152352,1
96,76561198006537328,14413.616830431696,6860.7086635116375,6253.154029164406,0.0,0.0,3888.55719690146,0.0,25992.51809431758,13124.711046086322,19301.655587840727,22376.07855174618,200,0.07970947594084565,1.1770468029133108,-0.26244507683446877,0
97,76561198006641552,39769.76607599429,82648.96094669914,7652.545040911955,10679.526666498503,0.0,17187.133699866914,0.0,0.0,13774.794914759103,228437.28514539934,5927.987509870816,224,0.9341004685247137,1.5034829224150865,-0.20002055733551383,3
98,76561198007890400,107323.26827829304,65793.4246829611,2986.13879707959,0.0,0.0,0.0,0.0,5026.230752948944,3155.9374887173303,0.0,0.0,80,-0.6510547577526309,-0.22275138273613793,-0.2581686698465396,0
99,76561198008700048,8366.86214203351,0.0,11739.407362105645,12225.38968610941,0.0,14726.032980787793,0.0,0.0,3073.3089446548065,16202.536476780511,15940.462407528323,225,-0.02493527213022086,1.4807201355233341,-0.16919842045960332,0
100,76561198008876672,30771.425055449752,0.0,14675.015372007585,1352.4004181469652,0.0,0.0,0.0,0.0,8575.403223963882,4419.755930431821,0.0,210,-0.2663163126857379,1.0029117352400345,-0.239678653002944,0
101,76561198009106800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,-1.0498159279055057,0.7011851084117441,-0.20896209534818616,0
102,76561198009529696,155.8703921988128,0.0,354.995482327442,400.58357738701307,0.0,0.0,0.0,597.5238700147318,507.02667807200027,0.0,0.0,39,-1.1598174116184636,0.5452354024209674,-0.21727482966102749,0
103,76561198009624656,6123.792485342945,11052.94498494691,7510.442161605911,15405.128854538636,0.0,64665.27960057065,0.0,20388.500111674977,12718.418490708718,107692.49331061126,0.0,178,0.7664597020870826,1.8055481877160646,-0.15261596095943092,3
104,76561198010314592,18890.363067591177,1278.8387551538415,1401.4920082281496,283776.0,0.0,0.0,0.0,2358.973480622425,0.0,3271.332688404411,0.0,124,0.9285684961051328,1.873278419107149,0.04098858098729863,3
105,76561198011290880,72262.50339428296,0.0,9069.511236976688,42278.50493771839,0.0,0.0,0.0,299662.49451353325,292242.98591748875,0.0,0.0,154,5.610557119557534,0.04158632336318306,-1.445309279237874,5
106,76561198011893312,49105.76023932957,74.31641961752089,0.0,596.5996891817412,0.0,960.1398023970248,0.0,0.0,0.0,162.7341197640568,1573.4497297100866,26,-1.0992580438540163,0.2280273727649267,-0.2208504992653186,0
107,76561198012501264,160902.01418846418,38172.14525300262,12489.255316896253,0.0,0.0,386.6179066834805,0.0,21021.755323833982,8093.829917802977,425.3820933165195,0.0,67,-0.2916959526125375,-0.5521191926654616,-0.32270242080132233,2
108,76561198012664000,36321.62165102699,7304.273573903993,33442.54040693112,5776.272120357376,0.0,0.0,0.0,25503.33780103387,55549.99538876501,14284.959057981643,0.0,247,0.8941310899658422,1.0116967199292817,-0.4245085401521126,3
109,76561198013199840,376.3588840134225,0.0,10345.293659923556,967.2342900579997,0.0,7515.04585313502,0.0,0.0,75574.20666909343,68783.86064377658,0.0,182,0.5448397361622815,1.383797631019981,-0.3726531173236417,3
110,76561198013321792,5108.0,0.0,4651.892508411362,0.0,0.0,0.0,0.0,0.0,6644.122876787125,9294.984614801513,0.0,153,-0.6331750536695274,0.9778689657498942,-0.2223552480385868,0
111,76561198013818144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,-0.9940631626784471,0.768172265059917,-0.20648873577287735,0
112,76561198013979760,15405.735866477968,3312.239712202048,19777.146946781984,13123.426535406707,0.0,14528.21487322353,0.0,1418.8897304621523,21865.956756756757,63360.96531758205,23808.424261106808,161,0.3185272028510941,1.3229124001834818,-0.23288238950327086,0
113,76561198014171392,100385.2853085119,16355.104546730285,15350.115550163215,0.0,0.0,0.0,0.0,0.0,5492.494594594595,0.0,8925.0,22,-0.7244091654501044,-0.1889857582126327,-0.2692614166733569,0
114,76561198014558176,19265.41328212749,37067.730844250764,16954.855873621746,0.0,2221.3435553702407,283.915611814346,635.7408328154133,0.0,0.0,0.0,0.0,24,-0.9474087206221828,0.14080346067580624,-0.17901847715463035,0
115,76561198014701696,62514.623076698976,129781.80757692367,76576.36468608753,167.1832699895871,0.0,2731.0,0.0,5767.414168244424,211.60722205578568,0.0,0.0,9,-0.05175785503093524,-0.8131616687142647,-0.39446058069257217,2
116,76561198015715472,81964.9906428303,166396.05707085,17274.266176394267,26341.429680511963,0.0,0.0,0.0,13140.313805592268,40969.23336046141,285348.1217783699,577.5874849899619,87,1.3046984475031345,0.3507411673366821,-0.3620940967164291,3
117,76561198016819936,4184.249808819499,18685.156780122325,9529.64676682002,8007.511207630301,0.0,43521.24444224222,0.0,16040.17994440686,37704.04082810199,47693.61833099337,31857.35189086345,58,0.3586918995905903,1.1479299478625506,-0.2458906867062785,0
118,76561198017538800,10104.742946037615,7245.820655412774,7940.766340314603,14059.581340888744,36883.54502651916,0.0,24806.292756920895,13365.796667155833,120794.45426675038,104771.0,0.0,98,1.150849510154724,0.9170506981113663,1.2139951276934853,3
119,76561198017731264,20615.270698849286,22810.729301150717,0.0,8808.0,0.0,0.0,0.0,0.0,21560.0,0.0,0.0,60,-0.7642980499393977,0.46732311055085624,-0.2609245919386485,0
120,76561198018116576,3860.9404162682727,8914.169337252044,8793.3082478066,17745.17287840597,7964.9060010503,30330.365630543154,0.0,1642.4842016508508,0.0,10594.114964329377,72882.53832269344,47,-0.16800663765789606,1.1946871027400074,0.08950921784946644,0
121,76561198018402304,111429.17530989692,173788.64726389377,10752.552730723883,15255.283987915407,0.0,29735.0,0.0,17485.95513950973,15357.46611790475,727.2216120851459,71150.69783807038,99,0.6224033245526702,-0.003974512419522429,-0.2236575189058098,2
122,76561198018613328,22898.178948500838,44708.06699608924,802.7271003975885,68372.59945440717,27036.38450957329,0.0,51396.68650203684,0.0,1146.5048863285099,0.0,20863.85160266651,66,-0.2570505495389602,0.5189601510553212,2.1712778662775936,0
