,steamid,Action_weighted_playtime (in_minutes),FreetoPlay_weighted_playtime (in_minutes),Adventure_weighted_playtime (in_minutes),Indie_weighted_playtime (in_minutes),Racing_weighted_playtime (in_minutes),Simulation_weighted_playtime (in_minutes),Sports_weighted_playtime (in_minutes),MassivelyMultiplayer_weighted_playtime (in_minutes),RPG_weighted_playtime (in_minutes),Strategy_weighted_playtime (in_minutes),Casual_weighted_playtime (in_minutes),total_price(dollar),Principal Component 1,Principal Component 2,Principal Component 3,Cluster_Labels
956,76561198176961648,409.104854067729,175.15054285796649,931.738048153685,10284.542407850193,0.0,20168.67838258448,0.0,0.0,1330.7663643812334,15313.652734236348,15941.366665868367,198,-0.2439717680216018,1.49966116368685,-0.14098137449140016,0
957,76561198362474608,17108.129385349424,35553.87061465058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.2388411121263017,0.1431362518915666,-0.22860504868096163,0
958,76561198205868304,102795.8932336627,135198.34937888838,126659.69992227007,14747.45500784761,0.0,14601.831366120532,0.0,8464.052214836114,822.9945945945946,10047.659411293344,23929.064870486625,160,1.5194534231028105,-0.3918809091890702,-0.4256743166391286,3
959,76561198811705424,15919.143921568837,33082.93797264263,36255.91810578853,4953.589123867069,0.0,0.0,0.0,0.0,0.0,0.0,13064.41087613293,8,-0.6837604513771206,0.12460446279902741,-0.27829957760221113,0
960,76561198026270736,179470.0264669224,371153.42108245677,55441.8000752049,67100.13307109868,0.0,0.0,0.0,91665.55026503622,80629.06903928108,0.0,0.0,41,2.301956423379365,-2.2553136984093687,-0.7055247303475801,1
961,76561198044689744,98334.24455646974,173278.32362455732,15422.585148309485,12262.70580102288,0.0,0.0,0.0,25959.098699035025,20365.04217060557,0.0,0.0,146,0.24388892242279173,-0.4209195141668748,-0.35609731341996054,2
962,76561198046732832,83099.31978935958,123129.46365422398,10264.179809914303,19604.664913021417,121361.47707427588,398.82784577467095,81622.53187843712,4586.054980524775,3891.480054468284,0.0,0.0,136,0.1642636665386071,-0.5328307075023436,5.43382414607076,4
963,76561197961999056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,-1.1121278419828065,0.6263171098049624,-0.21172643840294325,0
964,76561198313187792,143264.7640020914,294336.5832110477,4494.268769174113,389.86942212085336,0.0,627.4377219826663,0.0,1543.1660810087014,0.0,0.0,2479.9107925746193,0,-0.6598586262804348,-1.6954231669657993,-0.29708063170286036,2
965,76561199053070432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,-1.2761065632388622,0.42929606083974753,-0.219001025389146,0
966,76561197969013328,171214.3919944055,167851.64468144823,11657.35693285759,12974.8986313547,11201.339499860107,0.0,7533.541222878888,16267.705917474488,15991.121119720521,11470.480475382003,17084.519524617994,105,0.25774613711752875,-0.8615066741792535,0.20157242571987471,2
967,76561198129791872,12019.383051226814,24303.449059781084,0.0,1036.2637607078586,0.0,324.20776649424823,980.0376143090164,805.8711531364384,0.0,5172.648029877251,1308.1395644672884,90,-0.9175097213524432,0.5979769660994179,-0.18071841278858003,0
968,76561198015808816,43753.75221882136,19948.164047151276,0.0,34258.75373250329,0.0,0.0,0.0,0.0,81.04946287651966,18691.17180443793,1736.108734209622,116,-0.5268048095304899,0.7046841989794248,-0.18087170778281203,0
969,76561197988008256,118911.80539215897,184542.2904855459,3530.2795905362073,9771.30516433658,0.0,12036.15888600729,0.0,3419.46075811506,12367.737165407761,13242.962557892242,0.0,170,0.0761582409522989,-0.25618122060816534,-0.2556689683095343,2
970,76561198007039984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,-1.118686990833049,0.6184362678463539,-0.21201742188239125,0
971,76561198066323584,85011.07362912019,71588.43614931237,35655.49022156744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,-0.5579788762420549,-0.45078327301544047,-0.30519854114196365,0
972,76561198337868832,48991.09747152083,87760.87001002421,17166.698866097835,15056.679456987962,0.0,4189.312130053797,0.0,28472.971102681837,106707.65591261523,500.715050018308,0.0,127,1.0171909229808829,0.2652054333847738,-0.5378724074211977,3
973,76561198082431088,31544.536624425837,48950.54097670502,11708.003793465123,25000.948643300573,52068.58412443351,20847.57731765709,35019.09971778429,7046.691473015996,5979.444082917563,0.0,34492.57324629501,91,0.07968943791635553,0.5408379840990629,2.253405419372582,0
974,76561198336736400,18501.866824722594,36721.26535366756,297.8737074590904,650.9941141507521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,-1.1684468972196937,0.2022269374798718,-0.2263447032699398,0
975,76561198104843200,118252.47407810594,230458.44695996188,16033.92916361156,2956.777902846112,5961.472892847276,4350.561378487987,0.0,6612.606291561835,13781.831264718108,3327.415636387014,5624.4844314723105,25,-0.2691305525032796,-1.1804799924403984,-0.17916939483917374,2
976,76561198081333456,58319.68435878682,96136.95860230143,0.0,3427.087817478085,43628.19220084313,57176.46669550959,10345.097590953055,0.0,1646.1898859501282,52229.18077812953,3430.142070048238,147,0.22207766697281156,0.7389885625871324,1.3175425013550124,0
977,76561198040769888,151940.66376646666,222511.7880999158,0.0,51502.674483865034,0.0,0.0,0.0,0.0,19652.587701370685,14342.285948381808,0.0,108,0.13514717938268286,-0.7534123988371922,-0.2627826528604252,2
978,76561198319545760,142564.1958934102,287215.21470670786,5678.208306397906,7460.058260735129,34692.72477099256,4287.097569947804,23332.840880282944,0.0,1478.659611525637,0.0,0.0,24,-0.39520678963934025,-1.658606122438289,1.3407620362772068,2
979,76561198346919328,50919.87712240338,105820.96278007889,852.0824415751869,375.80001913552036,0.0,0.0,0.0,2579.156707218841,0.0,0.0,991.1209295881856,2,-1.0579946629801602,-0.34934313032483943,-0.2501244901834915,0
980,76561198212305328,369694.07286134374,761641.8557355483,33844.59005511095,5297.902271967321,0.0,0.0,0.0,37845.91778250518,6705.66129352456,0.0,0.0,66,1.2034055686861374,-4.972704185283164,-0.5335403280235972,1
981,76561197993372480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,-1.1318052885335335,0.6026745839291368,-0.21259938884128762,0
982,76561197987013536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,-1.000622311528689,0.7602914231013087,-0.2067797192523254,0
983,76561198262516384,136289.48357552936,280043.1952911585,42864.086855629175,4881.374261630957,19821.19887608853,7855.856789694939,13330.889472795508,68954.49460174474,2710.078667100366,3791.3416086279235,0.0,101,0.9116154892232049,-1.5744647334267223,0.459019089990554,2
984,76561198337464176,164285.10968498458,318432.02890822344,23544.256001386602,3057.6996464857584,13534.571778546386,3011.3025930947433,0.0,0.0,2346.6054054054052,0.0,3129.4259818731116,35,-0.18416892601983484,-1.8557585349470203,0.016021884004712737,2
985,76561198079452112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,-1.2465903934127722,0.46475984965348627,-0.21769159973162952,0
986,76561197970403696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,-1.1646010327847447,0.5632703741360937,-0.21405430623852817,0
987,76561197985227744,7886.904317984679,5337.861017676716,16111.939835201123,3575.87177119454,0.0,5754.841777575807,0.0,0.0,15524.148193065055,11688.562481953839,9430.870605348238,97,-0.4422375173350857,0.7948558678568217,-0.25334175244348583,0
988,76561198041114416,55064.63676778035,110803.57546664817,8548.7674444236,1283.2445588389928,0.0,0.0,0.0,7691.415191314463,5683.360570994429,0.0,0.0,17,-0.7977023217738369,-0.3814189651988548,-0.2862862134681732,0
989,76561197962608720,215227.82099854897,188734.2228181508,502.41451091117057,566.9339812226265,0.0,912.3971912386147,0.0,0.0,0.0,0.0,1495.2104999278058,32,-0.56857468527295,-1.5224837297845715,-0.27676124866610285,2
990,76561198193831728,111795.37004527808,181499.01902372815,38640.44824180897,43602.608368588284,0.0,7398.590704377591,0.0,65039.109853384274,55188.69700202655,12277.393421705505,6161.763339102631,87,1.4301108227358903,-0.7078373454675537,-0.5208695740633208,2
991,76561198061445088,48934.609552098416,21308.67471235017,56252.5049296198,4943.1533877225675,0.0,5921.2419711955035,0.0,55195.63278510779,4656.922691612312,6514.9344124996305,3333.3255577937966,114,0.5385728544182095,0.15865670745519045,-0.41595107374169715,0
992,76561198851426816,16320.38043709273,1596.0911028520059,0.0,11788.211480362537,0.0,0.0,0.0,0.0,2492.9386631866973,7.467480371991146,31100.910836134033,125,-0.5792377705280982,1.000221847374748,-0.17725820018158053,0
993,76561198041406224,276892.53381981474,551574.4661801852,44920.968889518816,45841.73111782478,0.0,0.0,0.0,0.0,0.0,0.0,254588.29999265642,76,2.312704811285054,-1.907029678812723,-0.19204132977055755,1
994,76561198262803120,15482.82225275075,19378.725840889354,12340.51658807065,7552.868234155631,0.0,0.0,0.0,20771.400191745375,13403.262940090193,2011.4039522980468,0.0,48,-0.5640673378178312,0.33959113365250354,-0.30541464543071584,0
995,76561198125645072,271090.1072130227,563356.8927869772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,-0.21792265536728808,-3.5430759672679595,-0.3504316775826464,1
996,76561199044896592,39408.02242160823,81781.23698036314,118.89591894690152,182.39558869730774,0.0,215.91793258548384,0.0,200.12409496688034,0.0,237.56691182693416,353.8401510051209,7,-1.119732918500717,-0.15168233734075695,-0.23818222723178917,0
997,76561198048133136,44389.37376941633,63042.541341106684,4953.469007630103,0.0,0.0,0.0,0.0,8337.615881846876,0.0,0.0,0.0,38,-0.8978878745731662,-0.030473571931599722,-0.2566045592123224,0
998,76561197961052096,105093.86812817954,144613.55599214145,8613.38393857249,23701.91974594904,0.0,20999.276411238214,0.0,0.0,29999.995783919265,0.0,0.0,95,0.09155083538242395,-0.2052521992093283,-0.2750948706857867,2
999,76561198277559184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,-1.1449235862340177,0.5869129000119195,-0.21318135580018377,0
1000,76561198223169872,143680.60885738913,239281.71286129917,17608.19068221059,8663.127104162197,24694.861563274848,0.0,16608.706269686933,29637.8820694037,6643.910592573428,0.0,0.0,137,0.3433191947592387,-1.1463869783268632,0.7997421425389807,2
1001,76561198125126128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114,-0.9317512486011458,0.8430402636666987,-0.20372439271812018,0
1002,76561198415101088,305966.7287313177,35851.20461575019,45822.767906821246,0.0,0.0,3470.1602067183458,10489.839793281655,77128.29874611092,0.0,0.0,0.0,126,1.0772377521636207,-1.4859719295101281,-0.1471526849111202,2
1003,76561198046308048,25156.889839871452,39291.408644400784,0.0,783053.2182878531,0.0,0.0,0.0,0.0,22988.892346545366,0.0,2690.590881329426,105,4.178020921831015,3.595896644410598,0.4320431369862673,3
1004,76561198129509008,40737.10089650551,57948.340999174085,10701.287468350092,0.0,0.0,0.0,0.0,18012.270635970308,0.0,0.0,0.0,38,-0.7517658845217458,-0.04251075162736967,-0.28416266809617463,0
1005,76561198137598896,7190.736734583886,4771.832369508167,14.131662165223734,4734.515182328902,0.0,4842.635966942453,0.0,2208.0146611691534,4153.216216216216,0.0,7893.917207086,71,-0.872477843242114,0.7086948748306844,-0.20765821993527103,0
1006,76561198072703344,45636.67499234248,75735.78010103846,12250.907068781235,0.0,0.0,3626.764857881137,10963.235142118863,0.0,29172.637837837836,0.0,0.0,300,0.35229034930460973,0.9641009877110497,0.06786180046619246,0
1007,76561198188598688,21382.426508981393,40369.59654785293,3848.299679348297,687.01371996506,10192.882879696786,1162.163347223982,4423.617316931552,0.0,0.0,0.0,0.0,82,-0.8692129064555683,0.38204971156184325,0.17782229881443404,0
1008,76561198045067040,31709.565401629923,28950.391664327817,46274.86697552966,208215.20877036153,0.0,40683.68612074834,0.0,0.0,66092.6497627511,44132.68327405521,122838.94803059644,124,2.9469093365395334,2.3614250570582263,-0.10321841087558431,3
1009,76561198428378064,70163.96398375531,88912.35700252597,60128.91925965804,47987.863584907354,4250.781235080494,0.0,2858.8934086248237,64984.87033542163,57554.35119002638,0.0,0.0,52,1.3200921427945707,-0.42700475446738884,-0.3635129057030133,2
1010,76561198131980880,23282.73478634412,48385.8475408646,1995.4905676525723,41.574359341235066,0.0,648.9657719329851,0.0,118.93039289943997,0.0,23453.45658096505,0.0,103,-0.7575081425940635,0.5182592404259824,-0.2182633664711432,0
1011,76561198188146816,42117.39750401685,20613.84549536907,24578.44138598956,13892.489098576189,36015.79786043787,0.0,24222.68317640677,13295.498889444862,11281.846589758823,0.0,0.0,58,-0.2702132822711485,0.06330333841496194,1.3815803946721064,0
1012,76561199386721792,747.7679748830036,201.10182598796126,0.0,55.05636765143202,0.0,0.0,0.0,224.07383147760314,0.0,0.0,0.0,19,-1.2391816220352683,0.4629970999743925,-0.21807451061690145,0
1013,76561198025557712,74285.68728327661,340.6870773215274,22980.567030738574,15639.238457026822,0.0,33010.14800631055,0.0,0.0,16309.824824807487,36319.90556275106,8372.941757767361,82,0.11985522444508939,0.6695823055414118,-0.22254639901073295,0
1014,76561198035723120,3810.7026168483053,20971.509838079157,22982.884527150753,176727.0,0.0,67773.17192740092,92775.42339041368,38684.49822721374,12395.733799632992,125015.87156625389,68398.20410700655,132,2.702596142004136,2.313544284000724,2.92140179592675,3
1015,76561198263071840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,-1.0924503954320803,0.6499596356807883,-0.21085348796459888,0
1016,76561198963654240,1760.8566748961439,390.5280645709542,243.66793819485358,141.03625377643505,0.0,0.0,0.0,0.0,3128.297297297297,3518.1175978232945,920.4961734410209,104,-0.904986344050337,0.8085073320539194,-0.2123017513652363,0
1017,76561198259765120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,-1.2465903934127722,0.46475984965348627,-0.21769159973162952,0
1018,76561198865308352,88571.95051073028,181855.84880349736,2178.1277127993717,0.0,0.0,0.0,0.0,0.0,3464.072972972973,60476.0,0.0,97,-0.3517206355387093,-0.3554618228189895,-0.2580894756169827,2
1019,76561198034950304,99826.8168017669,201577.74916782835,69984.74166204361,15832.489763947604,39908.86132062578,0.0,26840.990929776384,15386.460181937822,21330.381917139057,11575.508254934448,0.0,54,0.726016921454068,-1.22757908089959,1.4184340308287537,2
1020,76561198031590320,101348.93489667165,47168.44656064247,0.0,671.2130596910149,0.0,113855.01296347426,0.0,39561.43644888564,41110.11622195906,77118.83984867591,0.0,94,1.3191243148388045,1.0239265872596328,-0.20706192644487914,3
1021,76561198037391872,585835.6150816346,108881.58581328053,16484.052348067173,0.0,0.0,0.0,0.0,27745.74675701761,0.0,0.0,0.0,27,0.5199820041518471,-3.5429453307254484,-0.4075355005531978,1
1022,76561198148205808,12077.786537252994,0.0,4560.151970254191,124.3401141831815,0.0,54390.82203824607,0.0,7675.589658936217,0.0,59844.30968112734,0.0,156,0.04549210741470957,1.4989226697841775,-0.1285616653092853,0
1023,76561198385969616,118119.43091704337,39553.36037047432,14195.208712482307,1361.0418026717987,0.0,2190.3973990729082,0.0,0.0,10132.0,0.0,3589.560798255294,95,-0.39712684847590035,-0.0996451803264556,-0.2728846789015206,0
1024,76561198040382320,12391.54472961664,14576.128262699973,5275.377290193239,3871.436699343141,0.0,0.0,0.0,0.0,38161.51301814701,0.0,0.0,91,-0.4791513550767822,0.6454442615774256,-0.30656851871315105,0
1025,76561198264753328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,-1.2301925212871667,0.4844619545500078,-0.21696414103300934,0
1026,76561198173350672,241595.87285402056,501856.3179864064,1208.25384830365,0.0,0.0,0.0,0.0,2033.7174734315781,351.8378378378378,0.0,0.0,8,-0.2995555786006556,-3.125179903086911,-0.34314898417087863,1
1027,76561198059145984,32514.856402728576,62064.54164659777,330.6723854661753,70848.9276217876,0.0,10100.355700607128,0.0,9361.54083740734,8148.105405405405,34870.0,0.0,159,0.16745476024026057,0.9979580084799482,-0.1679314441439479,0
1028,76561198922821536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,-0.9219125253257825,0.8548615266046118,-0.20328791749894792,0
1029,76561198829442016,83632.44274190461,148796.85263151815,140308.28414811328,158326.50610815943,0.0,0.0,0.0,201725.02511651925,175578.8892537853,0.0,0.0,87,5.649278385567882,-0.8370734554514588,-1.1535018326664077,5
1030,76561198201111408,93866.35684378973,195193.92525623462,84472.02213733511,151.11869268730393,28900.0769670422,6673.172379454225,19436.954051638568,142182.23072741568,111.0,267.58815050192294,398.5547939005818,14,1.5917895998470362,-1.7913505246372536,0.6761340826559326,2
1031,76561198397532672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,-1.1449235862340177,0.5869129000119195,-0.21318135580018377,0
1032,76561197996604912,61784.050398148436,58541.48484423239,0.0,0.0,0.0,12004.897739936496,0.0,0.0,0.0,25982.567017682682,0.0,57,-0.7401557879902586,0.17701064248872828,-0.20961773733567918,0
1033,76561197984001920,279949.41690563125,499917.61668949743,9254.044636553941,3359.1976292671256,0.0,59470.27198085912,0.0,10565.598349217918,4251.803895867518,65433.049913105686,0.0,84,1.0150024422863477,-2.4257973683827276,-0.2722183788418612,1
1034,76561198289490544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,-1.197396777035956,0.5238661643430508,-0.2155092236357687,0
1035,76561198090346128,99772.30707895069,151542.4720796858,31193.610263437822,0.0,0.0,0.0,0.0,8493.65851109599,255.95206682968757,0.0,0.0,29,-0.4227073176213242,-0.8788191264281474,-0.328848839138114,2
1036,76561198101698544,24307.6718475409,23831.535320661784,4674.191313145844,7148.760602737918,0.0,3454.0504028735168,0.0,7461.93499577921,6603.32447104522,2205.282076877616,4943.248969337986,124,-0.5229151873222085,0.6906375449026488,-0.23209311666676902,0
1037,76561199012468448,39290.57107953742,76717.382764056,6619.456353123037,4953.645131080474,0.0,0.0,0.0,7389.022856878603,8772.92181532446,0.0,0.0,137,-0.43723211113750243,0.3546195748838717,-0.26085167669053055,0
1038,76561198953757616,321476.31106523855,79133.13033733134,17421.671569672486,0.0,0.0,0.0,0.0,1211.887027757689,0.0,0.0,0.0,95,-0.056049250708461264,-1.5254819649392755,-0.3027228943332381,2
1039,76561198012105376,81324.30755758562,149599.067418658,0.0,8137.205720558165,0.0,0.0,0.0,0.0,3369.94246799982,4714.476835198386,0.0,35,-0.7875441880331335,-0.5300017499276047,-0.2519681200442382,0
1040,76561198088872096,71564.21339324697,141126.1938428959,5100.937938858959,0.0,0.0,0.0,0.0,8585.833706809295,0.0,2844.872409565614,1813.9487086232552,1,-0.8680381170460605,-0.6500354313644958,-0.27786590650176574,2
1041,76561198018524656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,-1.023579332504537,0.7327084762461784,-0.20779816143039373,0
1042,76561198231895664,133270.00389007415,211980.3854551448,0.0,32535.82619401894,0.0,52361.64600688054,0.0,0.0,26227.382108679798,75322.99714126755,62665.75920393424,51,0.8999037219012476,0.035706540295514046,-0.16212742278415176,3
1043,76561198121412944,35349.08657351142,69401.07368077371,10915.08052863415,873.8553532816962,6320.9320762880025,0.0,4251.188205154198,12184.783582356828,6298.0,0.0,0.0,78,-0.5794450821185029,0.09942633872098192,0.013620607535848607,0
1044,76561198034929824,40539.0,0.0,0.0,1549.5806025323857,0.0,2131.3665435689045,0.0,0.0,7805.271510128025,398.79807459447244,593.9832691762134,95,-0.796825548876017,0.5660742654605531,-0.2256129535069992,0
1045,76561198191396112,48276.21262111777,93264.0172364174,9074.89661273352,257.25458385484615,0.0,414.0135668640578,0.0,1862.6071759925765,0.0,455.5245752707832,678.4736277490448,0,-0.9886536722334188,-0.31953423418610694,-0.26111750365918973,0
1046,76561198000359616,477673.6323369985,802889.6730770193,4259.745413496377,0.0,0.0,0.0,0.0,7169.949172485854,0.0,0.0,0.0,13,0.5470313591983876,-5.79078813253322,-0.4413450579747229,1
1047,76561198062665168,60833.518059316346,16347.483500573331,62035.840931343955,4496.034030523782,0.0,0.0,0.0,75785.40292033824,5690.72055790434,0.0,0.0,143,0.8275353778083929,0.05085910689295559,-0.47819936615260256,3
1048,76561198054319840,73695.88585264726,114830.72495088409,0.0,4082.970609516797,14595.207669356356,7998.210917595499,0.0,0.0,0.0,0.0,0.0,53,-0.7623506501473146,-0.2670732651695362,0.14701899452857412,0
1049,76561198877494720,13517.822268470482,27852.6161910411,112.45302104692522,204.40320325148815,0.0,0.0,377.0712963286408,0.0,375.5486486486486,0.0,1215.0853712127162,37,-1.1169985102253785,0.34882599898873373,-0.20948030422260128,0
1050,76561197980149456,3642.0,0.0,1886.6472894829433,1621.6466232596454,0.0,2609.802681174395,0.0,0.0,9055.17796690049,8015.725439182528,0.0,146,-0.6388583758594382,0.9971865170024694,-0.21802614035897613,0
1051,76561199072600800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,-1.1809989049103495,0.5435682692395722,-0.21478176493714837,0
1052,76561198056222352,13828.246086528405,25357.609544581654,5347.824058088756,2250.391387403944,0.0,3621.675272713362,0.0,0.0,6231.253650683875,0.0,0.0,102,-0.7468476061461807,0.6282423004119042,-0.22779043771320165,0
1053,76561198012536160,222158.80802946948,193083.83863057353,15211.11044757742,3414.662887617357,0.0,0.0,0.0,30696.572617595404,4322.0073871667955,0.0,0.0,18,-0.08966885955487694,-1.7960927558785522,-0.376180415919223,2
1054,76561198357543264,6537.532337399946,0.0,883.8998180084928,4830.489509269801,0.0,4924.925436527415,2748.6987080103363,0.0,8355.454190784012,19464.0,0.0,339,0.07094914817481238,1.7999629369198191,-0.09247588266128312,0
1055,76561197981030832,41205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.2222714085752622,0.15300549969585694,-0.22670431626884324,0
1056,76561198000998320,83832.39370422029,166367.70165590793,8604.628279481603,9398.811405745588,0.0,0.0,0.0,14483.200619583218,11896.264335061353,0.0,0.0,65,-0.3521072575846987,-0.5798046679307071,-0.31297968678478133,2
1057,76561198012419440,0.0,0.0,1972.0445683027915,509.42315099487746,0.0,0.0,0.0,0.0,2816.5969885617415,4842.401707099155,1343.533585041435,62,-1.0198492226155311,0.6544713817060877,-0.21977032779968136,0
1058,76561198086624672,0.0,524.2786953039912,99626.64903944296,113442.75328200334,0.0,180924.46134019885,0.0,168657.40128330523,820.6255440356588,0.0,2695.8308157099696,21,3.7676071781544636,1.449983065489565,-0.3164293948499303,3
1059,76561198084120448,39554.45396090962,0.0,90085.43741996598,9721.777453703398,0.0,0.0,0.0,137129.33116542103,0.0,0.0,0.0,51,1.3436252317082662,-0.4149251847025233,-0.6360125066281161,2
1060,76561198159317760,73395.85658799016,133525.841566096,11653.301845913857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91,-0.6009145750946003,-0.293090387191998,-0.2606934463966402,0
1061,76561198267759344,24209.152940224645,51904.81492923458,55136.448965830714,0.0,0.0,0.0,0.0,95744.73829575941,81243.84486895068,0.0,0.0,0,1.194864566706695,-0.42973931598924653,-0.7053553513680753,2
1062,76561198091089104,0.0,0.0,0.0,16319.791540785498,0.0,0.0,0.0,0.0,0.0,0.0,43041.2084592145,2,-0.9453592385346198,0.6974584035944431,-0.17368417764308133,0
1063,76561197960475616,32456.299078894986,67450.21808577269,73919.35943408625,0.0,0.0,0.0,0.0,124420.12340124605,0.0,0.0,0.0,0,0.8545598008989285,-0.788791708745532,-0.6081359929121064,2
1064,76561198135063008,12.020067358967161,24.97993264103284,0.0,0.0,0.0,4607.905426356589,13929.094573643411,0.0,0.0,0.0,0.0,69,-1.002663455072286,0.6684751922511288,0.23940359771854994,0
1065,76561198262761040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,-1.2433108189876512,0.4687002706327905,-0.21754610799190535,0
1066,76561198111970464,141122.31432373179,97519.71790521014,90733.65135828427,0.0,0.0,0.0,0.0,12761.316412773738,0.0,0.0,0.0,127,0.6704754130846711,-0.7770619510742508,-0.42758533527670334,2
1067,76561197999957712,79863.15155300612,2977.3379174852653,406.51052950862294,0.0,889.0,0.0,0.0,0.0,0.0,0.0,0.0,18,-1.0761296417274016,-0.018422771921536234,-0.20861792732776574,0
1068,76561198339245776,374937.18192988605,427206.7871553701,38521.36330640954,544.2591079501802,3936.835587645816,875.9053044040039,0.0,64838.667608334275,0.0,0.0,0.0,61,1.1163092295076749,-3.7361894450026885,-0.4289320748095727,1
1069,76561197978496160,5711.463646647309,5572.281252205249,9570.889659655777,31740.555203531465,27774.881325206123,33812.19820769636,18680.195652191647,10278.74987956586,8721.995333911529,186209.7898393887,0.0,114,0.6698101746029711,1.5129294024130866,1.1315578001406852,3
1070,76561197961979696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,-1.1777193304852291,0.5475086902188765,-0.21463627319742415,0
1071,76561198443435792,53415.25494869472,111006.82140741698,82.92364388830096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.0961415457013315,-0.38925420518864357,-0.24635777477608858,0
1072,76561198112699744,58364.62860732894,109056.9874101191,0.0,4293.923520705275,0.0,36769.157201347116,0.0,24319.5465678834,0.0,26792.756692616196,0.0,97,-0.10303683361068479,0.28544387702930507,-0.21257556304764805,0
1073,76561198351953696,109688.85850947487,191150.08577212758,9456.882519484041,0.0,0.0,0.0,0.0,4401.173198913467,0.0,0.0,0.0,19,-0.6960973094752295,-1.0373196184838394,-0.2904117021472547,2
1074,76561198145547488,84092.39606070535,60062.5602020769,18931.593723037626,6914.176535563454,0.0,0.0,0.0,0.0,2608.2734786166693,0.0,0.0,66,-0.5722601258493938,-0.14482368888817884,-0.26741014853381473,0
1075,76561198280067536,20322.156145505196,39648.019212411986,9385.719285886064,1435.8218899794426,0.0,0.0,0.0,13170.93486713583,1817.3485990814852,0.0,0.0,98,-0.6455980868051933,0.4188326865070267,-0.2606692240023138,0
1076,76561198091488960,87107.26410370643,181128.1955102143,0.0,8950.933142207114,0.0,6464.53241461592,0.0,190.21912606732587,3107.2429609992014,225.80874310867765,11681.80399908101,14,-0.7055241051525823,-0.6744393210318789,-0.24070346553089653,2
1077,76561198025366576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87,-1.0202997580794155,0.7366488972254828,-0.20765266969066973,0
1078,76561198063433168,32689.257905337825,67172.04879990043,3629.504105572557,0.0,0.0,0.0,0.0,0.0,1193.1891891891892,0.0,0.0,9,-1.093901374587054,-0.061137091932292935,-0.24407457008881725,0
1079,76561198215653008,0.0,0.0,0.0,419082.0,0.0,0.0,0.0,0.0,1484.0,0.0,0.0,48,1.432974401851821,2.225408904864868,0.15727852740533718,3
1080,76561198052288784,3273.963213878933,0.0,2975.404677880421,5056.512916889394,36575.703942878456,762.7609439740588,24599.252028110568,5008.163220362232,0.0,839.2390560259412,0.0,71,-0.8182583647195908,0.5096866238865538,1.4937091010780141,0
1081,76561197960787456,1863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,51,-1.1324358351001906,0.5840921499326354,-0.21365623048252647,0
1082,76561198116984160,9677.076814052178,143.55445028294966,157.32273830951928,0.0,0.0,667.0587281570889,0.0,0.0,224.69814226168256,1048.2891269365819,0.0,39,-1.144143328565683,0.4981226159249693,-0.21580581637706187,0
1083,76561198271840384,29267.15889358345,60328.562728038174,0.0,0.0,0.0,0.0,0.0,0.0,773.2783783783783,0.0,0.0,59,-0.9901426818921593,0.20024984676835855,-0.22764502036814185,0
